StudyID,FishID,GEN,time,first_time,GenRKM,Region,GenLat,GenLon,Rel_date,RelRKM,release_latitude,release_longitude,Rel_loc
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:48:44Z,2019-05-05 22:48:44,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:49:14Z,2019-05-05 22:49:14,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:49:39Z,2019-05-05 22:49:39,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:50:04Z,2019-05-05 22:50:04,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:50:29Z,2019-05-05 22:50:29,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:50:34Z,2019-05-05 22:50:34,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:50:54Z,2019-05-05 22:50:54,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:50:59Z,2019-05-05 22:50:59,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:51:09Z,2019-05-05 22:51:09,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:51:19Z,2019-05-05 22:51:19,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:51:29Z,2019-05-05 22:51:29,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:51:59Z,2019-05-05 22:51:59,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte0.8,2019-05-06T06:52:59Z,2019-05-05 22:52:59,249.498,Sutter Bypass,39.09948,-121.75703,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:47:39Z,2019-05-05 22:47:39,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:49:09Z,2019-05-05 22:49:09,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:49:19Z,2019-05-05 22:49:19,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:49:44Z,2019-05-05 22:49:44,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:50:28Z,2019-05-05 22:50:28,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:50:33Z,2019-05-05 22:50:33,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:50:48Z,2019-05-05 22:50:48,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:50:58Z,2019-05-05 22:50:58,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:51:08Z,2019-05-05 22:51:08,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:51:13Z,2019-05-05 22:51:13,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:51:28Z,2019-05-05 22:51:28,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:51:53Z,2019-05-05 22:51:53,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:52:03Z,2019-05-05 22:52:03,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
SB_Spring_2019,SB2019-001,Butte1,2019-05-06T06:53:03Z,2019-05-05 22:53:03,249.05,Sutter Bypass,39.09834,-121.75655,5/5/2019 21:00:00,249.541,39.10239,-121.758804,SutterBypass_Weir2_RST_Rel
