"release_group_id","release_location_name","run","avg_weight","avg_length","mid_release_date","group_total_marked_N","group_total_release_N","month","year","monthly_max_flow","date","forklength","tag_code","cwt_tt","relloc_area","WY"
677,"COLEMAN NFH","fall",4.72,78,2009-04-09,118116,472760,4,2009,9680,2009-04-23,75,"054874",13.5,"Battle","D"
677,"COLEMAN NFH","fall",4.72,78,2009-04-09,118116,472760,4,2009,9680,2009-04-24,75,"054874",14.5,"Battle","D"
679,"COLEMAN NFH","fall",4.75,75,2021-04-08,103437,415179,4,2021,8810,2021-04-16,80,"056563",7.5,"Battle","D"
679,"COLEMAN NFH","fall",4.75,75,2021-04-08,103437,415179,4,2021,8810,2021-04-18,81,"056563",9.5,"Battle","D"
679,"COLEMAN NFH","fall",4.75,75,2021-04-08,103437,415179,4,2021,8810,2021-04-19,83,"056563",10.5,"Battle","D"
679,"COLEMAN NFH","fall",4.75,75,2021-04-08,103437,415179,4,2021,8810,2021-04-19,79,"056563",10.5,"Battle","D"
680,"COLEMAN NFH","fall",4.76,74,2000-04-21,35154,214196,4,2000,17700,2000-04-27,79,"0501021509",5.5,"Battle","W"
680,"COLEMAN NFH","fall",4.76,74,2000-04-21,35154,214196,4,2000,17700,2000-04-28,71,"0501021509",6.5,"Battle","W"
681,"COLEMAN NFH","fall",4.76,75,1999-04-27,32792,477649,4,1999,17200,NA,NA,NA,NA,"Battle",NA
683,"COLEMAN NFH","fall",4.77,78,2009-04-09,105755,423393,4,2009,9680,2009-04-14,78,"054876",4.5,"Battle","D"
683,"COLEMAN NFH","fall",4.77,78,2009-04-09,105755,423393,4,2009,9680,2009-04-14,80,"054876",4.5,"Battle","D"
683,"COLEMAN NFH","fall",4.77,78,2009-04-09,105755,423393,4,2009,9680,2009-04-14,90,"054876",4.5,"Battle","D"
683,"COLEMAN NFH","fall",4.77,78,2009-04-09,105755,423393,4,2009,9680,2009-04-15,80,"054876",5.5,"Battle","D"
683,"COLEMAN NFH","fall",4.77,78,2009-04-09,105755,423393,4,2009,9680,2009-04-15,86,"054876",5.5,"Battle","D"
683,"COLEMAN NFH","fall",4.77,78,2009-04-09,105755,423393,4,2009,9680,2009-04-15,84,"054876",5.5,"Battle","D"
683,"COLEMAN NFH","fall",4.77,78,2009-04-09,105755,423393,4,2009,9680,2009-04-15,72,"054876",5.5,"Battle","D"
683,"COLEMAN NFH","fall",4.77,78,2009-04-09,105755,423393,4,2009,9680,2009-04-23,83,"054876",13.5,"Battle","D"
684,"COLEMAN NFH","fall",4.8,70,2016-04-07,118457,476605,4,2016,8700,NA,NA,NA,NA,"Battle","D"
685,"COLEMAN NFH","fall",4.8,72,2017-04-05,107613,433988,4,2017,38900,2017-04-09,80,"056073",3.5,"Battle","W"
685,"COLEMAN NFH","fall",4.8,72,2017-04-05,107613,433988,4,2017,38900,2017-04-09,83,"056073",3.5,"Battle","W"
685,"COLEMAN NFH","fall",4.8,72,2017-04-05,107613,433988,4,2017,38900,2017-04-12,81,"056073",6.5,"Battle","W"
685,"COLEMAN NFH","fall",4.8,72,2017-04-05,107613,433988,4,2017,38900,2017-04-13,80,"056073",7.5,"Battle","W"
685,"COLEMAN NFH","fall",4.8,72,2017-04-05,107613,433988,4,2017,38900,2017-04-14,76,"056073",8.5,"Battle","W"
685,"COLEMAN NFH","fall",4.8,72,2017-04-05,107613,433988,4,2017,38900,2017-04-16,76,"056073",10.5,"Battle","W"
685,"COLEMAN NFH","fall",4.8,72,2017-04-05,107613,433988,4,2017,38900,2017-04-20,74,"056073",14.5,"Battle","W"
685,"COLEMAN NFH","fall",4.8,72,2017-04-05,107613,433988,4,2017,38900,2017-04-22,77,"056073",16.5,"Battle","W"
685,"COLEMAN NFH","fall",4.8,72,2017-04-05,107613,433988,4,2017,38900,2017-04-26,83,"056073",20.5,"Battle","W"
685,"COLEMAN NFH","fall",4.8,72,2017-04-05,107613,433988,4,2017,38900,2017-04-29,82,"056073",23.5,"Battle","W"
686,"COLEMAN NFH","fall",4.8,74,2012-05-01,111093,444565,5,2012,11900,2012-05-07,86,"055520",5.5,"Battle","D"
686,"COLEMAN NFH","fall",4.8,74,2012-05-01,111093,444565,5,2012,11900,2012-05-07,79,"055520",5.5,"Battle","D"
686,"COLEMAN NFH","fall",4.8,74,2012-05-01,111093,444565,5,2012,11900,2012-05-08,77,"055520",6.5,"Battle","D"
686,"COLEMAN NFH","fall",4.8,74,2012-05-01,111093,444565,5,2012,11900,2012-05-08,64,"055520",6.5,"Battle","D"
686,"COLEMAN NFH","fall",4.8,74,2012-05-01,111093,444565,5,2012,11900,2012-05-08,84,"055520",6.5,"Battle","D"
686,"COLEMAN NFH","fall",4.8,74,2012-05-01,111093,444565,5,2012,11900,2012-05-09,80,"055520",7.5,"Battle","D"
687,"COLEMAN NFH","fall",4.8,74,2017-04-12,112402,451010,4,2017,38900,2017-04-19,77,"056079",6.5,"Battle","W"
687,"COLEMAN NFH","fall",4.8,74,2017-04-12,112402,451010,4,2017,38900,2017-04-23,82,"056079",10.5,"Battle","W"
687,"COLEMAN NFH","fall",4.8,74,2017-04-12,112402,451010,4,2017,38900,2017-04-24,78,"056079",11.5,"Battle","W"
687,"COLEMAN NFH","fall",4.8,74,2017-04-12,112402,451010,4,2017,38900,2017-04-29,85,"056079",16.5,"Battle","W"
687,"COLEMAN NFH","fall",4.8,74,2017-04-12,112402,451010,4,2017,38900,2017-05-02,81,"056079",19.5,"Battle","W"
688,"COLEMAN NFH","fall",4.8,74,2019-05-03,113833,456692,5,2019,16100,NA,NA,NA,NA,"Battle","W"
689,"COLEMAN NFH","fall",4.8,77,2019-04-19,115714,466707,4,2019,54900,2019-04-23,78,"056309",3.5,"Battle","W"
689,"COLEMAN NFH","fall",4.8,77,2019-04-19,115714,466707,4,2019,54900,2019-04-23,81,"056309",3.5,"Battle","W"
689,"COLEMAN NFH","fall",4.8,77,2019-04-19,115714,466707,4,2019,54900,2019-04-26,78,"056309",6.5,"Battle","W"
689,"COLEMAN NFH","fall",4.8,77,2019-04-19,115714,466707,4,2019,54900,2019-04-28,85,"056309",8.5,"Battle","W"
691,"COLEMAN NFH","fall",4.81,75,2021-04-08,214545,863140,4,2021,8810,2021-04-19,86,"056560",10.5,"Battle","D"
691,"COLEMAN NFH","fall",4.81,75,2021-04-08,214545,863140,4,2021,8810,2021-04-16,86,"056558",7.5,"Battle","D"
691,"COLEMAN NFH","fall",4.81,75,2021-04-08,214545,863140,4,2021,8810,2021-04-16,76,"056560",7.5,"Battle","D"
691,"COLEMAN NFH","fall",4.81,75,2021-04-08,214545,863140,4,2021,8810,2021-04-17,80,"056558",8.5,"Battle","D"
691,"COLEMAN NFH","fall",4.81,75,2021-04-08,214545,863140,4,2021,8810,2021-04-17,82,"056560",8.5,"Battle","D"
691,"COLEMAN NFH","fall",4.81,75,2021-04-08,214545,863140,4,2021,8810,2021-04-18,83,"056558",9.5,"Battle","D"
691,"COLEMAN NFH","fall",4.81,75,2021-04-08,214545,863140,4,2021,8810,2021-04-18,87,"056560",9.5,"Battle","D"
691,"COLEMAN NFH","fall",4.81,75,2021-04-08,214545,863140,4,2021,8810,2021-04-19,81,"056558",10.5,"Battle","D"
691,"COLEMAN NFH","fall",4.81,75,2021-04-08,214545,863140,4,2021,8810,2021-04-20,82,"056560",11.5,"Battle","D"
691,"COLEMAN NFH","fall",4.81,75,2021-04-08,214545,863140,4,2021,8810,2021-04-25,90,"056558",16.5,"Battle","D"
692,"COLEMAN NFH","fall",4.82,75,2002-04-18,74540,492764,4,2002,9820,2002-04-24,81,"050879",5.5,"Battle","D"
692,"COLEMAN NFH","fall",4.82,75,2002-04-18,74540,492764,4,2002,9820,2002-04-24,79,"050879",5.5,"Battle","D"
692,"COLEMAN NFH","fall",4.82,75,2002-04-18,74540,492764,4,2002,9820,2002-04-24,77,"050879",5.5,"Battle","D"
692,"COLEMAN NFH","fall",4.82,75,2002-04-18,74540,492764,4,2002,9820,2002-04-24,78,"050879",5.5,"Battle","D"
692,"COLEMAN NFH","fall",4.82,75,2002-04-18,74540,492764,4,2002,9820,2002-04-25,73,"050879",6.5,"Battle","D"
692,"COLEMAN NFH","fall",4.82,75,2002-04-18,74540,492764,4,2002,9820,2002-04-25,76,"050879",6.5,"Battle","D"
692,"COLEMAN NFH","fall",4.82,75,2002-04-18,74540,492764,4,2002,9820,2002-04-25,74,"050879",6.5,"Battle","D"
692,"COLEMAN NFH","fall",4.82,75,2002-04-18,74540,492764,4,2002,9820,2002-04-26,72,"050879",7.5,"Battle","D"
692,"COLEMAN NFH","fall",4.82,75,2002-04-18,74540,492764,4,2002,9820,2002-04-29,84,"050879",10.5,"Battle","D"
693,"COLEMAN NFH","fall",4.82,76,2002-04-18,72525,490974,4,2002,9820,2002-04-24,80,"0501040204",5.5,"Battle","D"
693,"COLEMAN NFH","fall",4.82,76,2002-04-18,72525,490974,4,2002,9820,2002-04-24,78,"0501040204",5.5,"Battle","D"
693,"COLEMAN NFH","fall",4.82,76,2002-04-18,72525,490974,4,2002,9820,2002-04-24,84,"0501040204",5.5,"Battle","D"
693,"COLEMAN NFH","fall",4.82,76,2002-04-18,72525,490974,4,2002,9820,2002-04-24,79,"0501040204",5.5,"Battle","D"
693,"COLEMAN NFH","fall",4.82,76,2002-04-18,72525,490974,4,2002,9820,2002-04-25,81,"0501040204",6.5,"Battle","D"
693,"COLEMAN NFH","fall",4.82,76,2002-04-18,72525,490974,4,2002,9820,2002-04-29,83,"0501040204",10.5,"Battle","D"
693,"COLEMAN NFH","fall",4.82,76,2002-04-18,72525,490974,4,2002,9820,2002-04-29,84,"0501040204",10.5,"Battle","D"
693,"COLEMAN NFH","fall",4.82,76,2002-04-18,72525,490974,4,2002,9820,2002-04-29,82,"0501040204",10.5,"Battle","D"
693,"COLEMAN NFH","fall",4.82,76,2002-04-18,72525,490974,4,2002,9820,2002-04-30,83,"0501040204",11.5,"Battle","D"
693,"COLEMAN NFH","fall",4.82,76,2002-04-18,72525,490974,4,2002,9820,2002-05-01,81,"0501040204",12.5,"Battle","D"
693,"COLEMAN NFH","fall",4.82,76,2002-04-18,72525,490974,4,2002,9820,2002-05-08,86,"0501040204",19.5,"Battle","D"
694,"COLEMAN NFH","fall",4.82,77,2009-04-09,118446,476361,4,2009,9680,2009-04-15,83,"054882",5.5,"Battle","D"
694,"COLEMAN NFH","fall",4.82,77,2009-04-09,118446,476361,4,2009,9680,2009-04-15,75,"054882",5.5,"Battle","D"
694,"COLEMAN NFH","fall",4.82,77,2009-04-09,118446,476361,4,2009,9680,2009-04-15,79,"054882",5.5,"Battle","D"
694,"COLEMAN NFH","fall",4.82,77,2009-04-09,118446,476361,4,2009,9680,2009-04-15,85,"054882",5.5,"Battle","D"
694,"COLEMAN NFH","fall",4.82,77,2009-04-09,118446,476361,4,2009,9680,2009-04-15,78,"054882",5.5,"Battle","D"
694,"COLEMAN NFH","fall",4.82,77,2009-04-09,118446,476361,4,2009,9680,2009-04-15,82,"054882",5.5,"Battle","D"
694,"COLEMAN NFH","fall",4.82,77,2009-04-09,118446,476361,4,2009,9680,2009-04-17,90,"054882",7.5,"Battle","D"
694,"COLEMAN NFH","fall",4.82,77,2009-04-09,118446,476361,4,2009,9680,2009-04-20,80,"054882",10.5,"Battle","D"
694,"COLEMAN NFH","fall",4.82,77,2009-04-09,118446,476361,4,2009,9680,2009-04-20,81,"054882",10.5,"Battle","D"
694,"COLEMAN NFH","fall",4.82,77,2009-04-09,118446,476361,4,2009,9680,2009-04-22,78,"054882",12.5,"Battle","D"
694,"COLEMAN NFH","fall",4.82,77,2009-04-09,118446,476361,4,2009,9680,2009-04-23,85,"054882",13.5,"Battle","D"
695,"COLEMAN NFH","fall",4.83,72,1997-04-09,30235,401526,4,1997,10200,NA,NA,NA,NA,"Battle",NA
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-24,79,"050877",5.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-24,81,"050877",5.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-24,78,"050877",5.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-24,76,"050877",5.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-24,77,"050877",5.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-24,74,"050877",5.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-25,78,"050877",6.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-25,77,"050877",6.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-25,80,"050877",6.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-26,84,"050877",7.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-27,79,"050877",8.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-27,76,"050877",8.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-27,84,"050877",8.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-04-29,82,"050877",10.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-05-04,90,"050877",15.5,"Battle","D"
696,"COLEMAN NFH","fall",4.83,75,2002-04-18,77368,458528,4,2002,9820,2002-05-04,80,"050877",15.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-14,79,"055190",4.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-15,77,"055190",5.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-15,81,"055190",5.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-15,79,"055190",5.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-15,74,"055190",5.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-15,70,"055190",5.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-15,84,"055190",5.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-15,75,"055190",5.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-15,80,"055190",5.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-15,73,"055190",5.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-15,83,"055190",5.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-15,72,"055190",5.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-16,76,"055190",6.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-16,70,"055190",6.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-16,75,"055190",6.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-16,73,"055190",6.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-16,72,"055190",6.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-16,77,"055190",6.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-16,78,"055190",6.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-17,72,"055190",7.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-17,77,"055190",7.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-17,78,"055190",7.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-17,84,"055190",7.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-17,76,"055190",7.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-17,73,"055190",7.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-19,73,"055190",9.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-19,76,"055190",9.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-19,80,"055190",9.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-19,74,"055190",9.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-19,82,"055190",9.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-21,77,"055190",11.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-21,82,"055190",11.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-21,91,"055190",11.5,"Battle","D"
697,"COLEMAN NFH","fall",4.83,75,2010-04-09,98366,404139,4,2010,16600,2010-04-30,88,"055190",20.5,"Battle","D"
698,"COLEMAN NFH","fall",4.84,76,2024-03-21,92924,375950,3,2024,36200,2024-03-23,108,"050070",1.5,"Battle","W"
698,"COLEMAN NFH","fall",4.84,76,2024-03-21,92924,375950,3,2024,36200,2024-03-28,77,"050070",6.5,"Battle","W"
698,"COLEMAN NFH","fall",4.84,76,2024-03-21,92924,375950,3,2024,36200,2024-03-29,74,"050070",7.5,"Battle","W"
698,"COLEMAN NFH","fall",4.84,76,2024-03-21,92924,375950,3,2024,36200,2024-03-29,73,"050070",7.5,"Battle","W"
698,"COLEMAN NFH","fall",4.84,76,2024-03-21,92924,375950,3,2024,36200,2024-03-30,78,"050070",8.5,"Battle","W"
698,"COLEMAN NFH","fall",4.84,76,2024-03-21,92924,375950,3,2024,36200,2024-03-31,85,"050070",9.5,"Battle","W"
698,"COLEMAN NFH","fall",4.84,76,2024-03-21,92924,375950,3,2024,36200,2024-03-31,76,"050070",9.5,"Battle","W"
698,"COLEMAN NFH","fall",4.84,76,2024-03-21,92924,375950,3,2024,36200,2024-04-02,74,"050070",11.5,"Battle","W"
698,"COLEMAN NFH","fall",4.84,76,2024-03-21,92924,375950,3,2024,36200,2024-04-16,82,"050070",25.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-03-31,78,"050080",3.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-01,71,"050080",4.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-02,69,"050080",5.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-02,85,"050080",5.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-03,80,"050080",6.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-03,77,"050080",6.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-03,82,"050080",6.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-04,85,"050080",7.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-04,76,"050080",7.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-06,75,"050080",9.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-07,77,"050080",10.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-09,78,"050080",12.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-12,77,"050080",15.5,"Battle","W"
699,"COLEMAN NFH","fall",4.84,76,2024-03-27,89138,358667,3,2024,36200,2024-04-12,84,"050080",15.5,"Battle","W"
701,"COLEMAN NFH","fall",4.88,72,1997-04-15,34409,437975,4,1997,10200,NA,NA,NA,NA,"Battle",NA
702,"COLEMAN NFH","fall",4.88,73,2009-04-23,114907,459743,4,2009,9680,2009-05-07,82,"054894",13.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-14,85,"054878",4.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-15,84,"054878",5.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-15,80,"054878",5.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-15,72,"054878",5.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-15,76,"054878",5.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-15,77,"054878",5.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-16,79,"054878",6.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-16,78,"054878",6.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-17,89,"054878",7.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-20,72,"054878",10.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-21,78,"054878",11.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-22,82,"054878",12.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-23,81,"054878",13.5,"Battle","D"
703,"COLEMAN NFH","fall",4.88,74,2009-04-09,118706,475025,4,2009,9680,2009-04-28,85,"054878",18.5,"Battle","D"
704,"COLEMAN NFH","fall",4.88,74,2009-04-23,125703,503002,4,2009,9680,2009-04-28,NA,"054897",4.5,"Battle","D"
704,"COLEMAN NFH","fall",4.88,74,2009-04-23,125703,503002,4,2009,9680,2009-04-29,75,"054897",5.5,"Battle","D"
704,"COLEMAN NFH","fall",4.88,74,2009-04-23,125703,503002,4,2009,9680,2009-04-30,72,"054897",6.5,"Battle","D"
704,"COLEMAN NFH","fall",4.88,74,2009-04-23,125703,503002,4,2009,9680,2009-05-01,78,"054897",7.5,"Battle","D"
704,"COLEMAN NFH","fall",4.88,74,2009-04-23,125703,503002,4,2009,9680,2009-05-07,78,"054897",13.5,"Battle","D"
705,"COLEMAN NFH","fall",4.9,72,2014-04-04,196513,786566,4,2014,9450,2014-04-11,79,"055698",6.5,"Battle","D"
705,"COLEMAN NFH","fall",4.9,72,2014-04-04,196513,786566,4,2014,9450,2014-04-11,73,"055698",6.5,"Battle","D"
705,"COLEMAN NFH","fall",4.9,72,2014-04-04,196513,786566,4,2014,9450,2014-04-11,75,"055698",6.5,"Battle","D"
706,"COLEMAN NFH","fall",4.9,73,2017-04-12,116071,465684,4,2017,38900,2017-04-18,78,"056077",5.5,"Battle","W"
706,"COLEMAN NFH","fall",4.9,73,2017-04-12,116071,465684,4,2017,38900,2017-04-20,77,"056077",7.5,"Battle","W"
706,"COLEMAN NFH","fall",4.9,73,2017-04-12,116071,465684,4,2017,38900,2017-04-21,83,"056077",8.5,"Battle","W"
706,"COLEMAN NFH","fall",4.9,73,2017-04-12,116071,465684,4,2017,38900,2017-04-22,80,"056077",9.5,"Battle","W"
706,"COLEMAN NFH","fall",4.9,73,2017-04-12,116071,465684,4,2017,38900,2017-04-24,78,"056077",11.5,"Battle","W"
706,"COLEMAN NFH","fall",4.9,73,2017-04-12,116071,465684,4,2017,38900,2017-04-26,81,"056077",13.5,"Battle","W"
706,"COLEMAN NFH","fall",4.9,73,2017-04-12,116071,465684,4,2017,38900,2017-04-29,80,"056077",16.5,"Battle","W"
706,"COLEMAN NFH","fall",4.9,73,2017-04-12,116071,465684,4,2017,38900,2017-04-29,85,"056077",16.5,"Battle","W"
706,"COLEMAN NFH","fall",4.9,73,2017-04-12,116071,465684,4,2017,38900,2017-04-29,88,"056077",16.5,"Battle","W"
706,"COLEMAN NFH","fall",4.9,73,2017-04-12,116071,465684,4,2017,38900,2017-05-02,91,"056077",19.5,"Battle","W"
706,"COLEMAN NFH","fall",4.9,73,2017-04-12,116071,465684,4,2017,38900,2017-05-03,84,"056077",20.5,"Battle","W"
707,"COLEMAN NFH","fall",4.9,74,2013-04-24,209113,841565,4,2013,11300,NA,NA,NA,NA,"Battle",NA
708,"COLEMAN NFH","fall",4.9,74,2017-04-05,213600,878897,4,2017,38900,2017-04-09,76,"056067",3.5,"Battle","W"
708,"COLEMAN NFH","fall",4.9,74,2017-04-05,213600,878897,4,2017,38900,2017-04-09,83,"056067",3.5,"Battle","W"
708,"COLEMAN NFH","fall",4.9,74,2017-04-05,213600,878897,4,2017,38900,2017-04-09,77,"056067",3.5,"Battle","W"
708,"COLEMAN NFH","fall",4.9,74,2017-04-05,213600,878897,4,2017,38900,2017-04-09,76,"056074",3.5,"Battle","W"
708,"COLEMAN NFH","fall",4.9,74,2017-04-05,213600,878897,4,2017,38900,2017-04-11,79,"056067",5.5,"Battle","W"
708,"COLEMAN NFH","fall",4.9,74,2017-04-05,213600,878897,4,2017,38900,2017-04-11,78,"056074",5.5,"Battle","W"
708,"COLEMAN NFH","fall",4.9,74,2017-04-05,213600,878897,4,2017,38900,2017-04-12,74,"056074",6.5,"Battle","W"
708,"COLEMAN NFH","fall",4.9,74,2017-04-05,213600,878897,4,2017,38900,2017-04-15,79,"056067",9.5,"Battle","W"
708,"COLEMAN NFH","fall",4.9,74,2017-04-05,213600,878897,4,2017,38900,2017-04-16,80,"056074",10.5,"Battle","W"
