"FishID","GEN","GenRKM","Region","min_time","year"
"UB2021-026","Releasepoint",290.685625,"Butte Ck",2021-04-20 16:00:00,2021
"UB2021-027","Releasepoint",290.685625,"Butte Ck",2021-04-20 16:00:00,2021
"UB2021-028","Releasepoint",290.685625,"Butte Ck",2021-04-20 16:00:00,2021
"UB2021-029","Releasepoint",290.685625,"Butte Ck",2021-04-20 16:00:00,2021
"UB2021-030","Releasepoint",290.685625,"Butte Ck",2021-04-20 16:00:00,2021
"UB2021-031","Releasepoint",290.685625,"Butte Ck",2021-04-20 16:00:00,2021
"UB2021-032","Releasepoint",290.685625,"Butte Ck",2021-04-20 16:00:00,2021
"UB2021-033","Releasepoint",290.685625,"Butte Ck",2021-04-20 16:00:00,2021
"UB2021-034","Releasepoint",290.685625,"Butte Ck",2021-04-20 16:00:00,2021
"UB2021-035","Releasepoint",290.685625,"Butte Ck",2021-04-21 16:00:00,2021
"UB2021-036","Releasepoint",290.685625,"Butte Ck",2021-04-21 16:00:00,2021
"UB2021-037","Releasepoint",290.685625,"Butte Ck",2021-04-21 16:00:00,2021
"UB2021-038","Releasepoint",290.685625,"Butte Ck",2021-04-21 16:00:00,2021
"UB2021-039","Releasepoint",290.685625,"Butte Ck",2021-04-21 16:00:00,2021
"UB2021-040","Releasepoint",290.685625,"Butte Ck",2021-04-21 16:00:00,2021
"UB2021-041","Releasepoint",290.685625,"Butte Ck",2021-04-21 16:00:00,2021
"UB2021-042","Releasepoint",290.685625,"Butte Ck",2021-04-21 16:00:00,2021
"UB2021-043","Releasepoint",290.685625,"Butte Ck",2021-04-21 16:00:00,2021
"UB2021-044","Releasepoint",290.685625,"Butte Ck",2021-04-21 16:00:00,2021
