"group_index","release_group_id","year","month","release_location_name","relloc_area","mean","sd","2.5%","50%","97.5%","n_eff","Rhat"
1,2259,1994,3,"SAC R BEL RBDD","RBDD",19.1703607452554,5.36023758699031,10.4403774177519,18.5154184192688,30.6188337897784,1081.30049412382,1.00021462039598
2,2260,1994,3,"SAC R BEL RBDD","RBDD",19.2045834397631,5.74423969293462,10.349438159827,18.2121412958104,32.6023321721475,1170.25708690217,1.00112576440451
3,432,1994,4,"COLEMAN NFH","Battle",12.4225416629721,3.2669452011587,7.32974780718123,11.9877596720308,19.9455569435771,1860.00461334487,1.00043628135624
4,560,1994,4,"COLEMAN NFH","Battle",9.90466029161133,2.52416283643841,5.94183177752421,9.59104916427897,15.8171690377612,2005.22802023111,1.00019249979597
5,790,1994,4,"COLEMAN NFH","Battle",8.27157531039957,2.21091655276202,4.71797722544091,7.9829477248819,13.3388299603486,1191.15410866579,0.999338047286761
6,474,1996,3,"COLEMAN NFH","Battle",11.908917084653,3.16320263207622,6.92920127514648,11.567497756914,19.694727971438,1334.04748744603,1.00119897707589
7,477,1996,3,"COLEMAN NFH","Battle",10.4049413916076,2.73918815591547,5.89492460553098,10.0786122780347,16.8441045646563,1849.29749377553,0.999694365839885
8,667,1996,4,"COLEMAN NFH","Battle",7.5549017854432,2.09393939076791,4.17515115970725,7.2706295559572,12.5890199333192,1632.64851332223,1.00025152422764
9,411,1997,4,"COLEMAN NFH","Battle",16.3097587696379,4.37120104924382,9.45912466440752,15.7085388971326,26.1187939248989,1382.40078397803,1.00208188529914
10,456,1997,4,"COLEMAN NFH","Battle",13.8051255684023,3.68024243913622,8.12125602509285,13.2974316627288,22.3455822171512,1240.25772522808,1.00265513201204
11,506,1997,4,"COLEMAN NFH","Battle",11.2371920933351,2.96833759758776,6.64007021910295,10.7901024326962,17.924027909946,1407.80592788381,0.998300274659433
12,552,1997,4,"COLEMAN NFH","Battle",11.2917783798671,3.0969339572286,6.42174844572638,10.8864781609638,18.5000413652424,1731.12036469397,1.00001128799771
13,556,1997,4,"COLEMAN NFH","Battle",9.88437380631433,2.60108854093223,5.82637489481302,9.53920052201414,15.828711100045,1676.19117921674,1.00003685522607
