"release_group_id","release_location_name","relloc_area","run","year","month","mid_release_date","Nrel","avg_length","Maxflowsac","cwt_recaptures","ReachKM_cwt","Rmult_cwt","Sz_cwt","CovX_cwt"
811,"COLEMAN NFH","Battle","fall",2012,5,"2012-05-01",118451,73,11900,9,300.443064082,3.00443064082,0.237796763310176,-0.553115829318302
812,"COLEMAN NFH","Battle","fall",2012,5,"2012-05-01",110545,74,11900,7,300.443064082,3.00443064082,0.392855729123195,-0.553115829318302
815,"COLEMAN NFH","Battle","fall",2012,5,"2012-05-01",112672,75,11900,5,300.443064082,3.00443064082,0.547914694936214,-0.553115829318302
843,"COLEMAN NFH","Battle","fall",2012,5,"2012-05-01",115329,77,11900,4,300.443064082,3.00443064082,0.858032626562252,-0.553115829318302
858,"COLEMAN NFH","Battle","fall",2012,5,"2012-05-01",189228,77,11900,10,300.443064082,3.00443064082,0.858032626562252,-0.553115829318302
453,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-24",112180,66,11300,0,300.443064082,3.00443064082,-0.847615997380956,-0.585734365092197
533,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-10",323368,65,11300,0,300.443064082,3.00443064082,-1.00267496319397,-0.585734365092197
570,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-24",111763,72,11300,0,300.443064082,3.00443064082,0.0827377974971575,-0.585734365092197
585,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-24",221209,72,11300,0,300.443064082,3.00443064082,0.0827377974971575,-0.585734365092197
620,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-24",217061,73,11300,0,300.443064082,3.00443064082,0.237796763310176,-0.585734365092197
631,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-10",303629,71,11300,0,300.443064082,3.00443064082,-0.0723211683158614,-0.585734365092197
660,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-10",207219,71,11300,0,300.443064082,3.00443064082,-0.0723211683158614,-0.585734365092197
664,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-24",209004,74,11300,0,300.443064082,3.00443064082,0.392855729123195,-0.585734365092197
707,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-24",209113,74,11300,0,300.443064082,3.00443064082,0.392855729123195,-0.585734365092197
743,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-10",200087,74,11300,0,300.443064082,3.00443064082,0.392855729123195,-0.585734365092197
771,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-24",323396,76,11300,0,300.443064082,3.00443064082,0.702973660749233,-0.585734365092197
857,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-11",101247,75,11300,0,300.443064082,3.00443064082,0.547914694936214,-0.585734365092197
870,"COLEMAN NFH","Battle","fall",2013,4,"2013-04-11",202819,79,11300,0,300.443064082,3.00443064082,1.16815055818829,-0.585734365092197
598,"COLEMAN NFH","Battle","fall",2014,4,"2014-04-04",215501,71,9450,2,300.443064082,3.00443064082,-0.0723211683158614,-0.686308183728371
705,"COLEMAN NFH","Battle","fall",2014,4,"2014-04-04",196513,72,9450,3,300.443064082,3.00443064082,0.0827377974971575,-0.686308183728371
792,"COLEMAN NFH","Battle","fall",2014,4,"2014-04-04",304012,74,9450,5,300.443064082,3.00443064082,0.392855729123195,-0.686308183728371
844,"COLEMAN NFH","Battle","fall",2014,4,"2014-04-04",409680,77,9450,7,300.443064082,3.00443064082,0.858032626562252,-0.686308183728371
428,"COLEMAN NFH","Battle","fall",2016,3,"2016-03-14",114271,61,42100,23,300.443064082,3.00443064082,-1.62291082644605,1.08868380463438
451,"COLEMAN NFH","Battle","fall",2016,3,"2016-03-22",93418,64,42100,14,300.443064082,3.00443064082,-1.15773392900699,1.08868380463438
459,"COLEMAN NFH","Battle","fall",2016,3,"2016-03-22",122928,66,42100,23,300.443064082,3.00443064082,-0.847615997380956,1.08868380463438
469,"COLEMAN NFH","Battle","fall",2016,3,"2016-03-14",99700,64,42100,14,300.443064082,3.00443064082,-1.15773392900699,1.08868380463438
507,"COLEMAN NFH","Battle","fall",2016,3,"2016-03-22",107719,68,42100,21,300.443064082,3.00443064082,-0.537498065754918,1.08868380463438
444,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-12",109002,76,8700,0,300.443064082,3.00443064082,0.702973660749233,-0.727081353445739
454,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-29",111343,66,8700,2,300.443064082,3.00443064082,-0.847615997380956,-0.727081353445739
465,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-29",12315,67,8700,0,300.443064082,3.00443064082,-0.692557031567937,-0.727081353445739
470,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-12",116636,66,8700,0,300.443064082,3.00443064082,-0.847615997380956,-0.727081353445739
480,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-29",117001,67,8700,1,300.443064082,3.00443064082,-0.692557031567937,-0.727081353445739
520,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-12",94858,69,8700,0,300.443064082,3.00443064082,-0.382439099941899,-0.727081353445739
555,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-29",112920,70,8700,4,300.443064082,3.00443064082,-0.22738013412888,-0.727081353445739
567,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-12",116694,69,8700,1,300.443064082,3.00443064082,-0.382439099941899,-0.727081353445739
596,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",119284,68,8700,3,300.443064082,3.00443064082,-0.537498065754918,-0.727081353445739
615,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-12",97727,70,8700,2,300.443064082,3.00443064082,-0.22738013412888,-0.727081353445739
636,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-29",115582,73,8700,3,300.443064082,3.00443064082,0.237796763310176,-0.727081353445739
661,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",116073,72,8700,1,300.443064082,3.00443064082,0.0827377974971575,-0.727081353445739
684,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",118457,70,8700,0,300.443064082,3.00443064082,-0.22738013412888,-0.727081353445739
738,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",113019,71,8700,3,300.443064082,3.00443064082,-0.0723211683158614,-0.727081353445739
768,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",115773,72,8700,3,300.443064082,3.00443064082,0.0827377974971575,-0.727081353445739
769,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-12",99060,72,8700,0,300.443064082,3.00443064082,0.0827377974971575,-0.727081353445739
827,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",96550,72,8700,1,300.443064082,3.00443064082,0.0827377974971575,-0.727081353445739
828,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",91717,74,8700,3,300.443064082,3.00443064082,0.392855729123195,-0.727081353445739
869,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",116707,78,8700,2,300.443064082,3.00443064082,1.01309159237527,-0.727081353445739
875,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",111609,76,8700,3,300.443064082,3.00443064082,0.702973660749233,-0.727081353445739
878,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",90361,75,8700,4,300.443064082,3.00443064082,0.547914694936214,-0.727081353445739
882,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",95513,79,8700,5,300.443064082,3.00443064082,1.16815055818829,-0.727081353445739
887,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",104024,81,8700,1,300.443064082,3.00443064082,1.47826848981433,-0.727081353445739
892,"COLEMAN NFH","Battle","fall",2016,4,"2016-04-07",101339,85,8700,2,300.443064082,3.00443064082,2.0985043530664,-0.727081353445739
478,"COLEMAN NFH","Battle","fall",2017,3,"2017-03-22",118521,66,76300,44,300.443064082,3.00443064082,-0.847615997380956,2.94794034374635
518,"COLEMAN NFH","Battle","fall",2017,3,"2017-03-22",102937,68,76300,26,300.443064082,3.00443064082,-0.537498065754918,2.94794034374635
568,"COLEMAN NFH","Battle","fall",2017,3,"2017-03-22",101425,69,76300,21,300.443064082,3.00443064082,-0.382439099941899,2.94794034374635
597,"COLEMAN NFH","Battle","fall",2017,3,"2017-03-22",95529,70,76300,37,300.443064082,3.00443064082,-0.22738013412888,2.94794034374635
566,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-21",111545,67,38900,6,300.443064082,3.00443064082,-0.692557031567937,0.914718280506942
583,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",205882,71,38900,9,300.443064082,3.00443064082,-0.0723211683158614,0.914718280506942
616,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",110955,71,38900,9,300.443064082,3.00443064082,-0.0723211683158614,0.914718280506942
618,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-12",96041,72,38900,2,300.443064082,3.00443064082,0.0827377974971575,0.914718280506942
621,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",101602,73,38900,7,300.443064082,3.00443064082,0.237796763310176,0.914718280506942
632,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",98054,71,38900,4,300.443064082,3.00443064082,-0.0723211683158614,0.914718280506942
634,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",107992,72,38900,7,300.443064082,3.00443064082,0.0827377974971575,0.914718280506942
635,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-21",108055,72,38900,11,300.443064082,3.00443064082,0.0827377974971575,0.914718280506942
662,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",111467,72,38900,5,300.443064082,3.00443064082,0.0827377974971575,0.914718280506942
685,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",107613,72,38900,10,300.443064082,3.00443064082,0.0827377974971575,0.914718280506942
687,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-12",112402,74,38900,5,300.443064082,3.00443064082,0.392855729123195,0.914718280506942
706,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-12",116071,73,38900,11,300.443064082,3.00443064082,0.237796763310176,0.914718280506942
708,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",213600,74,38900,14,300.443064082,3.00443064082,0.392855729123195,0.914718280506942
739,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-21",120432,71,38900,10,300.443064082,3.00443064082,-0.0723211683158614,0.914718280506942
742,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",109578,73,38900,3,300.443064082,3.00443064082,0.237796763310176,0.914718280506942
746,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-12",100531,75,38900,9,300.443064082,3.00443064082,0.547914694936214,0.914718280506942
794,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",113039,75,38900,5,300.443064082,3.00443064082,0.547914694936214,0.914718280506942
813,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",100368,74,38900,2,300.443064082,3.00443064082,0.392855729123195,0.914718280506942
816,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-21",114992,75,38900,10,300.443064082,3.00443064082,0.547914694936214,0.914718280506942
818,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",110591,77,38900,3,300.443064082,3.00443064082,0.858032626562252,0.914718280506942
845,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",110851,77,38900,5,300.443064082,3.00443064082,0.858032626562252,0.914718280506942
846,"COLEMAN NFH","Battle","fall",2017,4,"2017-04-05",109717,78,38900,1,300.443064082,3.00443064082,1.01309159237527,0.914718280506942
462,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-13",58894,68,37000,5,300.443064082,3.00443064082,-0.537498065754918,0.811426250556277
463,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-06",94803,70,37000,11,300.443064082,3.00443064082,-0.22738013412888,0.811426250556277
473,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-13",77645,70,37000,4,300.443064082,3.00443064082,-0.22738013412888,0.811426250556277
491,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-13",72941,69,37000,5,300.443064082,3.00443064082,-0.382439099941899,0.811426250556277
501,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-06",102013,67,37000,9,300.443064082,3.00443064082,-0.692557031567937,0.811426250556277
513,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-06",87790,70,37000,6,300.443064082,3.00443064082,-0.22738013412888,0.811426250556277
580,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-06",115967,70,37000,15,300.443064082,3.00443064082,-0.22738013412888,0.811426250556277
605,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-06",114566,71,37000,8,300.443064082,3.00443064082,-0.0723211683158614,0.811426250556277
611,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-06",71606,71,37000,8,300.443064082,3.00443064082,-0.0723211683158614,0.811426250556277
625,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-06",106255,74,37000,12,300.443064082,3.00443064082,0.392855729123195,0.811426250556277
628,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-13",79660,73,37000,9,300.443064082,3.00443064082,0.237796763310176,0.811426250556277
725,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-06",81222,73,37000,4,300.443064082,3.00443064082,0.237796763310176,0.811426250556277
766,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-06",113145,76,37000,10,300.443064082,3.00443064082,0.702973660749233,0.811426250556277
832,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-06",98678,75,37000,8,300.443064082,3.00443064082,0.547914694936214,0.811426250556277
889,"COLEMAN NFH","Battle","fall",2018,4,"2018-04-20",15497,64,37000,0,300.443064082,3.00443064082,-1.15773392900699,0.811426250556277
449,"COLEMAN NFH","Battle","fall",2019,3,"2019-03-14",109772,67,64500,33,300.443064082,3.00443064082,-0.692557031567937,2.30644247352643
492,"COLEMAN NFH","Battle","fall",2019,3,"2019-03-25",125513,69,64500,19,300.443064082,3.00443064082,-0.382439099941899,2.30644247352643
493,"COLEMAN NFH","Battle","fall",2019,3,"2019-03-14",122098,68,64500,26,300.443064082,3.00443064082,-0.537498065754918,2.30644247352643
573,"COLEMAN NFH","Battle","fall",2019,3,"2019-03-29",114007,69,64500,18,300.443064082,3.00443064082,-0.382439099941899,2.30644247352643
578,"COLEMAN NFH","Battle","fall",2019,3,"2019-03-25",116795,73,64500,24,300.443064082,3.00443064082,0.237796763310176,2.30644247352643
617,"COLEMAN NFH","Battle","fall",2019,3,"2019-03-29",94890,71,64500,18,300.443064082,3.00443064082,-0.0723211683158614,2.30644247352643
619,"COLEMAN NFH","Battle","fall",2019,3,"2019-03-29",112495,72,64500,22,300.443064082,3.00443064082,0.0827377974971575,2.30644247352643
647,"COLEMAN NFH","Battle","fall",2019,3,"2019-03-14",113655,74,64500,36,300.443064082,3.00443064082,0.392855729123195,2.30644247352643
809,"COLEMAN NFH","Battle","fall",2019,3,"2019-03-29",112484,76,64500,29,300.443064082,3.00443064082,0.702973660749233,2.30644247352643
834,"COLEMAN NFH","Battle","fall",2019,3,"2019-03-25",112316,78,64500,31,300.443064082,3.00443064082,1.01309159237527,2.30644247352643
849,"COLEMAN NFH","Battle","fall",2019,3,"2019-03-29",92894,77,64500,12,300.443064082,3.00443064082,0.858032626562252,2.30644247352643
544,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-08",121328,72,54900,19,300.443064082,3.00443064082,0.0827377974971575,1.78454590114412
606,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-08",21356,72,54900,0,300.443064082,3.00443064082,0.0827377974971575,1.78454590114412
607,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-08",115996,74,54900,16,300.443064082,3.00443064082,0.392855729123195,1.78454590114412
623,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-19",115461,76,54900,9,300.443064082,3.00443064082,0.702973660749233,1.78454590114412
637,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-08",115239,74,54900,13,300.443064082,3.00443064082,0.392855729123195,1.78454590114412
638,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-19",118753,74,54900,14,300.443064082,3.00443064082,0.392855729123195,1.78454590114412
643,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-19",125470,76,54900,12,300.443064082,3.00443064082,0.702973660749233,1.78454590114412
650,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-08",118076,73,54900,18,300.443064082,3.00443064082,0.237796763310176,1.78454590114412
689,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-19",115714,77,54900,4,300.443064082,3.00443064082,0.858032626562252,1.78454590114412
757,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-08",102910,76,54900,19,300.443064082,3.00443064082,0.702973660749233,1.78454590114412
760,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-08",123704,75,54900,14,300.443064082,3.00443064082,0.547914694936214,1.78454590114412
761,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-08",95613,74,54900,11,300.443064082,3.00443064082,0.392855729123195,1.78454590114412
820,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-11",84396,80,54900,6,300.443064082,3.00443064082,1.32320952400131,1.78454590114412
848,"COLEMAN NFH","Battle","fall",2019,4,"2019-04-11",88622,81,54900,7,300.443064082,3.00443064082,1.47826848981433,1.78454590114412
688,"COLEMAN NFH","Battle","fall",2019,5,"2019-05-03",113833,74,16100,0,300.443064082,3.00443064082,0.392855729123195,-0.324786078901042
747,"COLEMAN NFH","Battle","fall",2019,5,"2019-05-03",116135,75,16100,0,300.443064082,3.00443064082,0.547914694936214,-0.324786078901042
798,"COLEMAN NFH","Battle","fall",2019,5,"2019-05-03",115993,77,16100,2,300.443064082,3.00443064082,0.858032626562252,-0.324786078901042
871,"COLEMAN NFH","Battle","fall",2019,5,"2019-05-03",103340,83,16100,0,300.443064082,3.00443064082,1.78838642144037,-0.324786078901042
879,"COLEMAN NFH","Battle","fall",2019,5,"2019-05-03",122981,79,16100,0,300.443064082,3.00443064082,1.16815055818829,-0.324786078901042
479,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",107437,66,9690,5,300.443064082,3.00443064082,-0.847615997380956,-0.673260769418813
512,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-26",108050,75,9690,12,300.443064082,3.00443064082,0.547914694936214,-0.673260769418813
519,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",113723,68,9690,8,300.443064082,3.00443064082,-0.537498065754918,-0.673260769418813
521,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",96421,69,9690,7,300.443064082,3.00443064082,-0.382439099941899,-0.673260769418813
571,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",104971,72,9690,5,300.443064082,3.00443064082,0.0827377974971575,-0.673260769418813
584,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",112926,71,9690,10,300.443064082,3.00443064082,-0.0723211683158614,-0.673260769418813
586,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",116142,72,9690,8,300.443064082,3.00443064082,0.0827377974971575,-0.673260769418813
587,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-24",97461,72,9690,6,300.443064082,3.00443064082,0.0827377974971575,-0.673260769418813
589,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",111388,74,9690,8,300.443064082,3.00443064082,0.392855729123195,-0.673260769418813
599,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",94931,71,9690,7,300.443064082,3.00443064082,-0.0723211683158614,-0.673260769418813
633,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",116214,71,9690,11,300.443064082,3.00443064082,-0.0723211683158614,-0.673260769418813
663,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",64144,73,9690,6,300.443064082,3.00443064082,0.237796763310176,-0.673260769418813
751,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",110292,77,9690,10,300.443064082,3.00443064082,0.858032626562252,-0.673260769418813
753,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-24",91031,78,9690,4,300.443064082,3.00443064082,1.01309159237527,-0.673260769418813
772,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",108467,76,9690,4,300.443064082,3.00443064082,0.702973660749233,-0.673260769418813
793,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-23",108897,74,9690,6,300.443064082,3.00443064082,0.392855729123195,-0.673260769418813
800,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-24",187519,78,9690,11,300.443064082,3.00443064082,1.01309159237527,-0.673260769418813
830,"COLEMAN NFH","Battle","fall",2020,3,"2020-03-24",90425,79,9690,7,300.443064082,3.00443064082,1.16815055818829,-0.673260769418813
590,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-03",103150,74,11100,2,300.443064082,3.00443064082,0.392855729123195,-0.596607210350161
602,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-22",110985,80,11100,0,300.443064082,3.00443064082,1.32320952400131,-0.596607210350161
622,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-03",114010,75,11100,4,300.443064082,3.00443064082,0.547914694936214,-0.596607210350161
639,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-03",92659,74,11100,3,300.443064082,3.00443064082,0.392855729123195,-0.596607210350161
665,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-03",109804,75,11100,1,300.443064082,3.00443064082,0.547914694936214,-0.596607210350161
666,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-03",88148,77,11100,4,300.443064082,3.00443064082,0.858032626562252,-0.596607210350161
709,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-03",105957,76,11100,3,300.443064082,3.00443064082,0.702973660749233,-0.596607210350161
712,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-22",98750,81,11100,2,300.443064082,3.00443064082,1.47826848981433,-0.596607210350161
713,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-22",112147,82,11100,1,300.443064082,3.00443064082,1.63332745562735,-0.596607210350161
774,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-22",120916,83,11100,1,300.443064082,3.00443064082,1.78838642144037,-0.596607210350161
801,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-22",111854,82,11100,1,300.443064082,3.00443064082,1.63332745562735,-0.596607210350161
837,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-22",99866,84,11100,0,300.443064082,3.00443064082,1.94344538725338,-0.596607210350161
872,"COLEMAN NFH","Battle","fall",2020,4,"2020-04-22",119307,87,11100,2,300.443064082,3.00443064082,2.40862228469244,-0.596607210350161
415,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-18",110850,63,8670,2,300.443064082,3.00443064082,-1.31279289482001,-0.728712280234433
418,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-18",112910,64,8670,2,300.443064082,3.00443064082,-1.15773392900699,-0.728712280234433
421,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-18",110629,63,8670,1,300.443064082,3.00443064082,-1.31279289482001,-0.728712280234433
443,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-10",113219,70,8670,1,300.443064082,3.00443064082,-0.22738013412888,-0.728712280234433
487,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-18",114415,70,8670,1,300.443064082,3.00443064082,-0.22738013412888,-0.728712280234433
508,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-18",227376,69,8670,6,300.443064082,3.00443064082,-0.382439099941899,-0.728712280234433
510,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-18",218141,70,8670,6,300.443064082,3.00443064082,-0.22738013412888,-0.728712280234433
524,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-18",116268,71,8670,3,300.443064082,3.00443064082,-0.0723211683158614,-0.728712280234433
542,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-18",232675,71,8670,6,300.443064082,3.00443064082,-0.0723211683158614,-0.728712280234433
591,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-10",102396,74,8670,0,300.443064082,3.00443064082,0.392855729123195,-0.728712280234433
640,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-10",104970,74,8670,0,300.443064082,3.00443064082,0.392855729123195,-0.728712280234433
819,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-24",92337,77,8670,0,300.443064082,3.00443064082,0.858032626562252,-0.728712280234433
847,"COLEMAN NFH","Battle","fall",2021,3,"2021-03-24",92718,80,8670,0,300.443064082,3.00443064082,1.32320952400131,-0.728712280234433
464,"COLEMAN NFH","Battle","fall",2021,4,"2021-04-08",109302,68,8810,4,300.443064082,3.00443064082,-0.537498065754918,-0.721101288553858
514,"COLEMAN NFH","Battle","fall",2021,4,"2021-04-08",122137,72,8810,0,300.443064082,3.00443064082,0.0827377974971575,-0.721101288553858
564,"COLEMAN NFH","Battle","fall",2021,4,"2021-04-08",120923,72,8810,3,300.443064082,3.00443064082,0.0827377974971575,-0.721101288553858
592,"COLEMAN NFH","Battle","fall",2021,4,"2021-04-08",105095,74,8810,6,300.443064082,3.00443064082,0.392855729123195,-0.721101288553858
679,"COLEMAN NFH","Battle","fall",2021,4,"2021-04-08",103437,75,8810,4,300.443064082,3.00443064082,0.547914694936214,-0.721101288553858
691,"COLEMAN NFH","Battle","fall",2021,4,"2021-04-08",214545,75,8810,10,300.443064082,3.00443064082,0.547914694936214,-0.721101288553858
726,"COLEMAN NFH","Battle","fall",2021,4,"2021-04-08",112456,76,8810,2,300.443064082,3.00443064082,0.702973660749233,-0.721101288553858
730,"COLEMAN NFH","Battle","fall",2021,4,"2021-04-08",117589,75,8810,6,300.443064082,3.00443064082,0.547914694936214,-0.721101288553858
735,"COLEMAN NFH","Battle","fall",2021,4,"2021-04-08",109411,75,8810,4,300.443064082,3.00443064082,0.547914694936214,-0.721101288553858
765,"COLEMAN NFH","Battle","fall",2021,4,"2021-04-08",112979,77,8810,3,300.443064082,3.00443064082,0.858032626562252,-0.721101288553858
821,"COLEMAN NFH","Battle","fall",2021,4,"2021-04-08",114008,79,8810,11,300.443064082,3.00443064082,1.16815055818829,-0.721101288553858
407,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-18",106436,62,4430,0,300.443064082,3.00443064082,-1.46785186063303,-0.959216599703286
410,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-18",104798,62,4430,0,300.443064082,3.00443064082,-1.46785186063303,-0.959216599703286
413,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-18",111548,63,4430,0,300.443064082,3.00443064082,-1.31279289482001,-0.959216599703286
414,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-18",94727,64,4430,0,300.443064082,3.00443064082,-1.15773392900699,-0.959216599703286
419,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-18",104084,64,4430,0,300.443064082,3.00443064082,-1.15773392900699,-0.959216599703286
422,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-15",104486,64,4430,0,300.443064082,3.00443064082,-1.15773392900699,-0.959216599703286
423,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-15",121127,65,4430,0,300.443064082,3.00443064082,-1.00267496319397,-0.959216599703286
430,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-18",111449,65,4430,0,300.443064082,3.00443064082,-1.00267496319397,-0.959216599703286
437,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-15",83509,64,4430,0,300.443064082,3.00443064082,-1.15773392900699,-0.959216599703286
438,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-18",111647,65,4430,0,300.443064082,3.00443064082,-1.00267496319397,-0.959216599703286
452,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-15",96788,65,4430,0,300.443064082,3.00443064082,-1.00267496319397,-0.959216599703286
466,"COLEMAN NFH","Battle","fall",2022,3,"2022-03-31",93632,70,4430,0,300.443064082,3.00443064082,-0.22738013412888,-0.959216599703286
