"release_group_id","tag_code","date","forklength","cwt_tt","TTind"
2295,501030104,"2004-04-06",78,34.5,166
2295,501030104,"2004-04-21",80,49.5,166
213,501040108,"2004-04-21",70,4.5,167
213,501040108,"2004-04-21",80,4.5,167
213,501040108,"2004-04-21",78,4.5,167
213,501040108,"2004-04-21",77,4.5,167
213,501040108,"2004-04-21",72,4.5,167
213,501040108,"2004-04-21",75,4.5,167
213,501040108,"2004-04-22",74,5.5,167
213,501040108,"2004-04-22",80,5.5,167
213,501040108,"2004-04-22",83,5.5,167
213,501040108,"2004-04-22",76,5.5,167
213,501040108,"2004-04-23",79,6.5,167
213,501040108,"2004-04-23",81,6.5,167
213,501040108,"2004-04-23",76,6.5,167
213,501040108,"2004-04-23",80,6.5,167
213,501040108,"2004-04-23",78,6.5,167
213,501040108,"2004-04-24",72,7.5,167
213,501040108,"2004-04-25",77,8.5,167
213,501040108,"2004-04-25",82,8.5,167
213,501040108,"2004-04-25",81,8.5,167
213,501040108,"2004-04-26",75,9.5,167
213,501040108,"2004-04-28",74,11.5,167
213,501040108,"2004-04-29",80,12.5,167
213,501040108,"2004-04-29",79,12.5,167
213,501040108,"2004-04-29",77,12.5,167
213,501040108,"2004-04-29",76,12.5,167
213,501040108,"2004-04-30",86,13.5,167
213,501040108,"2004-05-02",82,15.5,167
214,501040109,"2004-04-20",79,3.5,168
214,501040109,"2004-04-21",76,4.5,168
214,501040109,"2004-04-21",70,4.5,168
214,501040109,"2004-04-21",73,4.5,168
214,501040109,"2004-04-22",74,5.5,168
214,501040109,"2004-04-22",72,5.5,168
214,501040109,"2004-04-22",82,5.5,168
214,501040109,"2004-04-22",78,5.5,168
214,501040109,"2004-04-22",75,5.5,168
214,501040109,"2004-04-22",77,5.5,168
214,501040109,"2004-04-22",70,5.5,168
214,501040109,"2004-04-22",76,5.5,168
214,501040109,"2004-04-22",80,5.5,168
214,501040109,"2004-04-23",79,6.5,168
214,501040109,"2004-04-23",80,6.5,168
214,501040109,"2004-04-23",76,6.5,168
214,501040109,"2004-04-23",75,6.5,168
214,501040109,"2004-04-25",80,8.5,168
214,501040109,"2004-04-25",72,8.5,168
214,501040109,"2004-04-26",85,9.5,168
214,501040109,"2004-04-26",81,9.5,168
214,501040109,"2004-04-28",75,11.5,168
214,501040109,"2004-04-29",75,12.5,168
214,501040109,"2004-04-29",80,12.5,168
214,501040109,"2004-04-29",71,12.5,168
214,501040109,"2004-04-29",73,12.5,168
214,501040109,"2004-05-02",74,15.5,168
2782,501020108,"2005-02-22",54,3.5,169
2782,501020108,"2005-02-24",52,5.5,169
2782,501020108,"2005-02-24",49,5.5,169
2782,501020108,"2005-02-25",50,6.5,169
2782,501020108,"2005-02-27",51,8.5,169
2782,501020108,"2005-02-27",53,8.5,169
2782,501020108,"2005-03-03",57,12.5,169
2782,501020108,"2005-03-05",54,14.5,169
2782,501020108,"2005-03-05",57,14.5,169
2782,501020108,"2005-03-13",57,22.5,169
2782,501020108,"2005-03-26",78,35.5,169
2782,501020108,"2005-03-27",71,36.5,169
2780,501020110,"2005-03-26",54,18.5,170
2781,501020109,"2005-04-01",69,24.5,171
2781,501020109,"2005-04-02",74,25.5,171
2781,501020109,"2005-04-04",67,27.5,171
2781,501020109,"2005-04-06",69,29.5,171
2776,501040705,"2006-02-28",53,11.5,172
2776,501040705,"2006-03-02",55,13.5,172
2776,501040705,"2006-03-02",58,13.5,172
2777,501040704,"2006-02-23",48,6.5,173
2777,501040704,"2006-02-24",49,7.5,173
2777,501040704,"2006-02-24",51,7.5,173
2777,501040704,"2006-02-28",54,11.5,173
2777,501040704,"2006-03-01",51,12.5,173
2777,501040704,"2006-03-01",50,12.5,173
2777,501040704,"2006-03-02",57,13.5,173
2777,501040704,"2006-03-06",46,17.5,173
2778,501040708,"2006-03-01",54,4.5,174
2778,501040709,"2006-03-08",52,11.5,174
435,54898,"2009-04-29",74,5.5,182
435,54898,"2009-05-20",80,26.5,182
527,54899,"2009-04-29",80,5.5,183
527,54899,"2009-04-30",74,6.5,183
530,54896,"2009-04-30",71,6.5,184
530,54896,"2009-05-04",82,10.5,184
530,54896,"2009-05-05",73,11.5,184
530,54896,"2009-05-05",72,11.5,184
530,54896,"2009-05-07",70,13.5,184
601,54877,"2009-04-14",78,4.5,185
601,54877,"2009-04-15",80,5.5,185
601,54877,"2009-04-15",83,5.5,185
601,54877,"2009-04-15",79,5.5,185
601,54877,"2009-04-15",84,5.5,185
601,54877,"2009-04-15",81,5.5,185
601,54877,"2009-04-15",77,5.5,185
601,54877,"2009-04-15",72,5.5,185
601,54877,"2009-04-15",76,5.5,185
601,54877,"2009-04-15",78,5.5,185
601,54877,"2009-04-15",74,5.5,185
601,54877,"2009-04-16",82,6.5,185
601,54877,"2009-04-16",78,6.5,185
601,54877,"2009-04-16",81,6.5,185
601,54877,"2009-04-17",87,7.5,185
601,54877,"2009-04-22",85,12.5,185
601,54877,"2009-04-28",85,18.5,185
649,54884,"2009-04-14",75,4.5,186
649,54884,"2009-04-14",80,4.5,186
649,54884,"2009-04-15",80,5.5,186
649,54884,"2009-04-15",74,5.5,186
649,54884,"2009-04-15",79,5.5,186
649,54884,"2009-04-15",77,5.5,186
649,54884,"2009-04-15",71,5.5,186
649,54884,"2009-04-15",75,5.5,186
649,54884,"2009-04-15",76,5.5,186
649,54884,"2009-04-16",73,6.5,186
649,54884,"2009-04-16",80,6.5,186
649,54884,"2009-04-16",78,6.5,186
649,54884,"2009-04-17",91,7.5,186
649,54884,"2009-04-17",78,7.5,186
649,54884,"2009-04-23",83,13.5,186
649,54884,"2009-04-30",80,20.5,186
651,54888,"2009-04-21",79,4.5,187
651,54888,"2009-04-22",76,5.5,187
651,54888,"2009-04-23",84,6.5,187
651,54888,"2009-04-23",73,6.5,187
651,54888,"2009-04-23",80,6.5,187
651,54888,"2009-04-23",78,6.5,187
651,54888,"2009-04-24",81,7.5,187
651,54888,"2009-04-24",80,7.5,187
651,54888,"2009-04-25",82,8.5,187
651,54888,"2009-04-27",83,10.5,187
658,54891,"2009-04-22",75,5.5,188
658,54891,"2009-04-22",83,5.5,188
658,54891,"2009-04-22",78,5.5,188
658,54891,"2009-04-23",83,6.5,188
658,54891,"2009-04-23",78,6.5,188
658,54891,"2009-04-24",81,7.5,188
658,54891,"2009-04-25",85,8.5,188
658,54891,"2009-04-25",77,8.5,188
658,54891,"2009-04-25",82,8.5,188
658,54891,"2009-04-28",83,11.5,188
658,54891,"2009-04-29",76,12.5,188
669,54881,"2009-04-15",77,5.5,189
669,54881,"2009-04-15",79,5.5,189
669,54881,"2009-04-15",84,5.5,189
669,54881,"2009-04-15",73,5.5,189
669,54881,"2009-04-15",76,5.5,189
669,54881,"2009-04-16",74,6.5,189
669,54881,"2009-04-16",79,6.5,189
669,54881,"2009-04-16",75,6.5,189
671,54880,"2009-04-14",75,4.5,190
671,54880,"2009-04-14",77,4.5,190
671,54880,"2009-04-14",82,4.5,190
671,54880,"2009-04-15",81,5.5,190
671,54880,"2009-04-15",76,5.5,190
671,54880,"2009-04-15",73,5.5,190
671,54880,"2009-04-15",75,5.5,190
671,54880,"2009-04-15",80,5.5,190
671,54880,"2009-04-15",72,5.5,190
671,54880,"2009-04-16",70,6.5,190
671,54880,"2009-04-16",76,6.5,190
671,54880,"2009-04-16",81,6.5,190
671,54880,"2009-04-16",74,6.5,190
671,54880,"2009-04-16",80,6.5,190
671,54880,"2009-04-20",79,10.5,190
671,54880,"2009-04-20",76,10.5,190
671,54880,"2009-04-21",80,11.5,190
671,54880,"2009-04-28",84,18.5,190
672,54887,"2009-04-21",78,4.5,191
672,54887,"2009-04-21",83,4.5,191
672,54887,"2009-04-22",85,5.5,191
672,54887,"2009-04-22",81,5.5,191
672,54887,"2009-04-23",75,6.5,191
672,54887,"2009-04-23",77,6.5,191
672,54887,"2009-04-23",80,6.5,191
672,54887,"2009-04-24",79,7.5,191
672,54887,"2009-04-24",78,7.5,191
672,54887,"2009-04-24",77,7.5,191
677,54874,"2009-04-14",83,4.5,192
677,54874,"2009-04-14",81,4.5,192
677,54874,"2009-04-15",81,5.5,192
677,54874,"2009-04-15",82,5.5,192
677,54874,"2009-04-15",83,5.5,192
677,54874,"2009-04-15",86,5.5,192
677,54874,"2009-04-15",73,5.5,192
677,54874,"2009-04-15",78,5.5,192
677,54874,"2009-04-15",85,5.5,192
677,54874,"2009-04-16",79,6.5,192
677,54874,"2009-04-16",84,6.5,192
677,54874,"2009-04-21",80,11.5,192
677,54874,"2009-04-22",84,12.5,192
677,54874,"2009-04-23",84,13.5,192
677,54874,"2009-04-23",75,13.5,192
677,54874,"2009-04-24",75,14.5,192
683,54876,"2009-04-14",78,4.5,193
683,54876,"2009-04-14",80,4.5,193
683,54876,"2009-04-14",90,4.5,193
683,54876,"2009-04-15",80,5.5,193
683,54876,"2009-04-15",86,5.5,193
683,54876,"2009-04-15",84,5.5,193
683,54876,"2009-04-15",72,5.5,193
683,54876,"2009-04-23",83,13.5,193
694,54882,"2009-04-15",83,5.5,194
694,54882,"2009-04-15",75,5.5,194
694,54882,"2009-04-15",79,5.5,194
694,54882,"2009-04-15",85,5.5,194
694,54882,"2009-04-15",78,5.5,194
694,54882,"2009-04-15",82,5.5,194
694,54882,"2009-04-17",90,7.5,194
694,54882,"2009-04-20",80,10.5,194
694,54882,"2009-04-20",81,10.5,194
694,54882,"2009-04-22",78,12.5,194
694,54882,"2009-04-23",85,13.5,194
702,54894,"2009-05-07",82,13.5,195
703,54878,"2009-04-14",85,4.5,196
703,54878,"2009-04-15",84,5.5,196
703,54878,"2009-04-15",80,5.5,196
703,54878,"2009-04-15",72,5.5,196
703,54878,"2009-04-15",76,5.5,196
703,54878,"2009-04-15",77,5.5,196
703,54878,"2009-04-16",79,6.5,196
703,54878,"2009-04-16",78,6.5,196
703,54878,"2009-04-17",89,7.5,196
703,54878,"2009-04-20",72,10.5,196
703,54878,"2009-04-21",78,11.5,196
703,54878,"2009-04-22",82,12.5,196
703,54878,"2009-04-23",81,13.5,196
703,54878,"2009-04-28",85,18.5,196
704,54897,"2009-04-28",NA,4.5,197
704,54897,"2009-04-29",75,5.5,197
704,54897,"2009-04-30",72,6.5,197
704,54897,"2009-05-01",78,7.5,197
704,54897,"2009-05-07",78,13.5,197
722,54883,"2009-04-14",78,4.5,198
722,54883,"2009-04-14",81,4.5,198
722,54883,"2009-04-14",82,4.5,198
722,54883,"2009-04-14",83,4.5,198
722,54883,"2009-04-15",80,5.5,198
722,54883,"2009-04-15",81,5.5,198
722,54883,"2009-04-15",77,5.5,198
722,54883,"2009-04-15",78,5.5,198
722,54883,"2009-04-15",76,5.5,198
722,54883,"2009-04-15",75,5.5,198
722,54883,"2009-04-15",79,5.5,198
722,54883,"2009-04-16",76,6.5,198
722,54883,"2009-04-17",80,7.5,198
723,54885,"2009-04-22",80,5.5,199
723,54885,"2009-04-22",82,5.5,199
723,54885,"2009-04-22",84,5.5,199
723,54885,"2009-04-23",77,6.5,199
723,54885,"2009-04-23",75,6.5,199
723,54885,"2009-04-23",85,6.5,199
723,54885,"2009-04-23",82,6.5,199
723,54885,"2009-04-25",81,8.5,199
723,54885,"2009-04-27",83,10.5,199
723,54885,"2009-04-28",85,11.5,199
728,54886,"2009-04-21",85,4.5,200
728,54886,"2009-04-21",76,4.5,200
728,54886,"2009-04-23",79,6.5,200
728,54886,"2009-04-24",83,7.5,200
728,54886,"2009-04-25",77,8.5,200
728,54886,"2009-04-29",84,12.5,200
728,54886,"2009-04-30",84,13.5,200
773,54889,"2009-04-22",85,5.5,201
773,54889,"2009-04-23",79,6.5,201
773,54889,"2009-05-01",80,14.5,201
773,54889,"2009-05-07",84,20.5,201
782,54872,"2009-04-21",86,4.5,202
782,54872,"2009-04-22",83,5.5,202
782,54872,"2009-04-22",84,5.5,202
782,54872,"2009-04-23",79,6.5,202
782,54872,"2009-04-23",81,6.5,202
782,54872,"2009-04-24",81,7.5,202
782,54872,"2009-04-24",80,7.5,202
782,54872,"2009-04-25",85,8.5,202
782,54872,"2009-05-07",91,20.5,202
785,54892,"2009-04-29",80,5.5,203
785,54892,"2009-04-29",75,5.5,203
785,54892,"2009-04-30",84,6.5,203
785,54892,"2009-04-30",75,6.5,203
785,54892,"2009-05-18",91,24.5,203
808,54875,"2009-04-14",83,4.5,204
808,54875,"2009-04-14",89,4.5,204
808,54875,"2009-04-14",80,4.5,204
808,54875,"2009-04-14",81,4.5,204
808,54875,"2009-04-14",85,4.5,204
808,54875,"2009-04-15",82,5.5,204
808,54875,"2009-04-15",77,5.5,204
808,54875,"2009-04-15",88,5.5,204
808,54875,"2009-04-15",79,5.5,204
808,54875,"2009-04-16",76,6.5,204
829,54873,"2009-04-29",76,5.5,205
829,54873,"2009-04-29",84,5.5,205
829,54895,"2009-04-29",83,5.5,205
829,54895,"2009-04-29",88,5.5,205
829,54895,"2009-04-29",78,5.5,205
829,54873,"2009-04-30",81,6.5,205
829,54873,"2009-04-30",77,6.5,205
829,54873,"2009-04-30",78,6.5,205
829,54895,"2009-04-30",83,6.5,205
829,54895,"2009-04-30",77,6.5,205
829,54895,"2009-04-30",81,6.5,205
829,54895,"2009-05-01",86,7.5,205
839,54893,"2009-04-29",87,5.5,206
839,54893,"2009-04-29",82,5.5,206
839,54893,"2009-04-30",72,6.5,206
839,54893,"2009-05-05",78,11.5,206
839,54893,"2009-05-08",81,14.5,206
874,54890,"2009-04-28",81,4.5,207
874,54890,"2009-04-29",77,5.5,207
874,54890,"2009-04-30",80,6.5,207
874,54890,"2009-05-04",81,10.5,207
515,55224,"2010-04-26",70,9.5,209
515,55224,"2010-04-30",74,13.5,209
515,55224,"2010-04-30",75,13.5,209
515,55224,"2010-04-30",80,13.5,209
517,55226,"2010-04-21",68,4.5,210
517,55226,"2010-04-26",75,9.5,210
517,55226,"2010-04-28",77,11.5,210
517,55226,"2010-04-28",70,11.5,210
517,55226,"2010-04-30",77,13.5,210
517,55226,"2010-04-30",78,13.5,210
517,55226,"2010-04-30",80,13.5,210
517,55226,"2010-04-30",74,13.5,210
517,55226,"2010-04-30",81,13.5,210
517,55226,"2010-05-03",75,16.5,210
531,55225,"2010-04-21",68,4.5,211
531,55225,"2010-04-21",70,4.5,211
531,55225,"2010-04-26",73,9.5,211
531,55225,"2010-04-26",70,9.5,211
531,55225,"2010-04-30",83,13.5,211
531,55225,"2010-04-30",77,13.5,211
531,55225,"2010-05-03",85,16.5,211
531,55225,"2010-05-03",77,16.5,211
531,55225,"2010-05-03",70,16.5,211
550,55199,"2010-04-21",78,4.5,212
550,55199,"2010-04-21",79,4.5,212
550,55199,"2010-04-21",71,4.5,212
550,55199,"2010-04-21",77,4.5,212
550,55199,"2010-04-21",70,4.5,212
550,55199,"2010-04-21",80,4.5,212
550,55199,"2010-04-21",74,4.5,212
550,55199,"2010-04-21",73,4.5,212
550,55199,"2010-04-30",79,13.5,212
550,55199,"2010-04-30",75,13.5,212
550,55199,"2010-05-03",80,16.5,212
550,55199,"2010-05-10",85,23.5,212
553,55198,"2010-04-21",79,4.5,213
553,55198,"2010-04-21",72,4.5,213
553,55198,"2010-04-21",76,4.5,213
553,55198,"2010-04-21",77,4.5,213
553,55198,"2010-04-21",78,4.5,213
553,55198,"2010-04-23",71,6.5,213
553,55198,"2010-04-28",85,11.5,213
553,55198,"2010-04-30",78,13.5,213
553,55198,"2010-05-03",75,16.5,213
553,55198,"2010-05-03",80,16.5,213
581,55222,"2010-04-21",77,4.5,214
581,55222,"2010-04-21",72,4.5,214
581,55222,"2010-04-21",75,4.5,214
581,55222,"2010-04-23",76,6.5,214
581,55222,"2010-04-26",73,9.5,214
581,55222,"2010-04-26",76,9.5,214
581,55222,"2010-04-26",77,9.5,214
581,55222,"2010-04-26",74,9.5,214
581,55222,"2010-04-30",75,13.5,214
594,55195,"2010-04-14",73,4.5,215
594,55195,"2010-04-15",77,5.5,215
594,55195,"2010-04-15",79,5.5,215
594,55195,"2010-04-15",75,5.5,215
594,55195,"2010-04-15",76,5.5,215
594,55195,"2010-04-15",73,5.5,215
594,55195,"2010-04-15",78,5.5,215
594,55195,"2010-04-15",68,5.5,215
594,55195,"2010-04-15",69,5.5,215
594,55195,"2010-04-15",71,5.5,215
594,55195,"2010-04-15",84,5.5,215
594,55195,"2010-04-15",74,5.5,215
594,55195,"2010-04-15",83,5.5,215
594,55195,"2010-04-16",75,6.5,215
594,55195,"2010-04-16",76,6.5,215
594,55195,"2010-04-16",73,6.5,215
594,55195,"2010-04-16",71,6.5,215
594,55195,"2010-04-16",74,6.5,215
594,55195,"2010-04-16",78,6.5,215
594,55195,"2010-04-16",83,6.5,215
594,55195,"2010-04-16",80,6.5,215
594,55195,"2010-04-16",69,6.5,215
594,55195,"2010-04-17",79,7.5,215
594,55195,"2010-04-17",80,7.5,215
594,55195,"2010-04-17",70,7.5,215
594,55195,"2010-04-17",78,7.5,215
594,55195,"2010-04-17",76,7.5,215
594,55195,"2010-04-19",75,9.5,215
594,55195,"2010-04-19",71,9.5,215
594,55195,"2010-04-19",72,9.5,215
594,55195,"2010-04-19",80,9.5,215
594,55195,"2010-04-19",77,9.5,215
594,55195,"2010-04-19",68,9.5,215
594,55195,"2010-04-21",70,11.5,215
594,55195,"2010-04-21",76,11.5,215
594,55195,"2010-04-26",77,16.5,215
608,55221,"2010-04-21",70,4.5,216
608,55221,"2010-04-21",74,4.5,216
608,55221,"2010-04-26",76,9.5,216
608,55221,"2010-04-30",83,13.5,216
608,55221,"2010-04-30",75,13.5,216
608,55221,"2010-04-30",74,13.5,216
608,55221,"2010-04-30",77,13.5,216
608,55221,"2010-05-03",80,16.5,216
608,55221,"2010-05-06",85,19.5,216
609,55223,"2010-04-21",71,4.5,217
609,55223,"2010-04-21",74,4.5,217
609,55223,"2010-04-21",82,4.5,217
609,55223,"2010-04-21",76,4.5,217
609,55223,"2010-04-21",75,4.5,217
609,55223,"2010-04-21",80,4.5,217
609,55223,"2010-04-21",79,4.5,217
609,55223,"2010-04-26",75,9.5,217
609,55223,"2010-04-26",76,9.5,217
609,55223,"2010-04-28",78,11.5,217
609,55223,"2010-04-30",80,13.5,217
609,55223,"2010-04-30",78,13.5,217
609,55223,"2010-04-30",77,13.5,217
609,55223,"2010-04-30",74,13.5,217
609,55223,"2010-04-30",76,13.5,217
609,55223,"2010-05-03",80,16.5,217
610,55193,"2010-04-15",70,5.5,218
610,55193,"2010-04-15",75,5.5,218
610,55193,"2010-04-15",72,5.5,218
610,55193,"2010-04-15",74,5.5,218
610,55193,"2010-04-15",85,5.5,218
610,55193,"2010-04-15",76,5.5,218
610,55193,"2010-04-15",73,5.5,218
610,55193,"2010-04-15",77,5.5,218
610,55193,"2010-04-15",80,5.5,218
610,55193,"2010-04-15",68,5.5,218
610,55193,"2010-04-15",81,5.5,218
610,55193,"2010-04-16",70,6.5,218
610,55193,"2010-04-16",84,6.5,218
610,55193,"2010-04-16",79,6.5,218
610,55193,"2010-04-16",77,6.5,218
610,55193,"2010-04-16",76,6.5,218
610,55193,"2010-04-16",74,6.5,218
610,55193,"2010-04-16",75,6.5,218
610,55193,"2010-04-16",80,6.5,218
610,55193,"2010-04-16",67,6.5,218
610,55193,"2010-04-16",73,6.5,218
610,55193,"2010-04-17",75,7.5,218
610,55193,"2010-04-17",80,7.5,218
610,55193,"2010-04-17",74,7.5,218
610,55193,"2010-04-17",65,7.5,218
610,55193,"2010-04-17",72,7.5,218
610,55193,"2010-04-17",78,7.5,218
610,55193,"2010-04-19",75,9.5,218
610,55193,"2010-04-19",74,9.5,218
610,55193,"2010-04-19",76,9.5,218
610,55193,"2010-04-19",77,9.5,218
610,55193,"2010-04-28",84,18.5,218
610,55193,"2010-04-30",80,20.5,218
613,55194,"2010-04-15",84,5.5,219
613,55194,"2010-04-15",80,5.5,219
613,55194,"2010-04-15",78,5.5,219
613,55194,"2010-04-15",75,5.5,219
613,55194,"2010-04-15",81,5.5,219
613,55194,"2010-04-15",65,5.5,219
613,55194,"2010-04-15",79,5.5,219
613,55194,"2010-04-15",76,5.5,219
613,55194,"2010-04-16",83,6.5,219
613,55194,"2010-04-16",73,6.5,219
613,55194,"2010-04-16",77,6.5,219
613,55194,"2010-04-16",72,6.5,219
613,55194,"2010-04-16",78,6.5,219
613,55194,"2010-04-16",74,6.5,219
613,55194,"2010-04-16",79,6.5,219
613,55194,"2010-04-16",76,6.5,219
613,55194,"2010-04-16",75,6.5,219
613,55194,"2010-04-16",71,6.5,219
613,55194,"2010-04-16",82,6.5,219
613,55194,"2010-04-16",80,6.5,219
613,55194,"2010-04-16",81,6.5,219
613,55194,"2010-04-17",78,7.5,219
613,55194,"2010-04-17",75,7.5,219
613,55194,"2010-04-17",77,7.5,219
613,55194,"2010-04-17",81,7.5,219
613,55194,"2010-04-17",73,7.5,219
613,55194,"2010-04-17",74,7.5,219
613,55194,"2010-04-17",80,7.5,219
613,55194,"2010-04-19",76,9.5,219
613,55194,"2010-04-19",80,9.5,219
613,55194,"2010-04-19",84,9.5,219
613,55194,"2010-04-19",72,9.5,219
613,55194,"2010-04-19",71,9.5,219
613,55194,"2010-04-19",83,9.5,219
613,55194,"2010-04-19",77,9.5,219
613,55194,"2010-04-21",76,11.5,219
613,55194,"2010-04-30",85,20.5,219
653,55191,"2010-04-15",84,5.5,220
653,55191,"2010-04-15",80,5.5,220
653,55191,"2010-04-15",75,5.5,220
653,55191,"2010-04-15",76,5.5,220
653,55191,"2010-04-15",77,5.5,220
653,55191,"2010-04-15",74,5.5,220
653,55191,"2010-04-15",78,5.5,220
653,55191,"2010-04-15",79,5.5,220
653,55191,"2010-04-16",79,6.5,220
653,55191,"2010-04-16",69,6.5,220
653,55191,"2010-04-16",74,6.5,220
653,55191,"2010-04-16",85,6.5,220
653,55191,"2010-04-16",83,6.5,220
653,55191,"2010-04-16",67,6.5,220
653,55191,"2010-04-16",76,6.5,220
653,55191,"2010-04-16",82,6.5,220
653,55191,"2010-04-16",80,6.5,220
653,55191,"2010-04-16",81,6.5,220
653,55191,"2010-04-16",73,6.5,220
653,55191,"2010-04-16",72,6.5,220
653,55191,"2010-04-16",71,6.5,220
653,55191,"2010-04-17",69,7.5,220
653,55191,"2010-04-17",70,7.5,220
653,55191,"2010-04-17",76,7.5,220
653,55191,"2010-04-17",75,7.5,220
653,55191,"2010-04-19",73,9.5,220
653,55191,"2010-04-19",76,9.5,220
653,55191,"2010-04-19",79,9.5,220
653,55191,"2010-04-19",70,9.5,220
653,55191,"2010-04-19",77,9.5,220
653,55191,"2010-04-19",72,9.5,220
653,55191,"2010-04-19",82,9.5,220
653,55191,"2010-04-19",80,9.5,220
653,55191,"2010-04-21",76,11.5,220
653,55191,"2010-04-21",80,11.5,220
653,55191,"2010-05-03",89,23.5,220
670,55192,"2010-04-15",75,5.5,221
670,55192,"2010-04-15",83,5.5,221
670,55192,"2010-04-15",77,5.5,221
670,55192,"2010-04-15",71,5.5,221
670,55192,"2010-04-15",74,5.5,221
670,55192,"2010-04-15",76,5.5,221
670,55192,"2010-04-15",69,5.5,221
670,55192,"2010-04-16",70,6.5,221
670,55192,"2010-04-16",77,6.5,221
670,55192,"2010-04-16",76,6.5,221
670,55192,"2010-04-16",72,6.5,221
670,55192,"2010-04-16",80,6.5,221
670,55192,"2010-04-16",79,6.5,221
670,55192,"2010-04-16",78,6.5,221
670,55192,"2010-04-16",71,6.5,221
670,55192,"2010-04-16",82,6.5,221
670,55192,"2010-04-16",74,6.5,221
670,55192,"2010-04-16",69,6.5,221
670,55192,"2010-04-16",84,6.5,221
670,55192,"2010-04-17",60,7.5,221
670,55192,"2010-04-17",85,7.5,221
670,55192,"2010-04-17",75,7.5,221
670,55192,"2010-04-17",74,7.5,221
670,55192,"2010-04-17",73,7.5,221
670,55192,"2010-04-19",80,9.5,221
670,55192,"2010-04-19",77,9.5,221
670,55192,"2010-04-19",74,9.5,221
670,55192,"2010-04-19",72,9.5,221
670,55192,"2010-04-19",82,9.5,221
670,55192,"2010-04-21",77,11.5,221
670,55192,"2010-04-21",80,11.5,221
670,55192,"2010-04-21",88,11.5,221
670,55192,"2010-05-03",85,23.5,221
670,55192,"2010-05-03",82,23.5,221
673,55197,"2010-04-14",76,4.5,222
673,55197,"2010-04-14",72,4.5,222
673,55197,"2010-04-15",75,5.5,222
673,55197,"2010-04-15",73,5.5,222
673,55197,"2010-04-15",81,5.5,222
673,55197,"2010-04-15",70,5.5,222
673,55197,"2010-04-15",80,5.5,222
673,55197,"2010-04-15",71,5.5,222
673,55197,"2010-04-15",79,5.5,222
673,55197,"2010-04-15",76,5.5,222
673,55197,"2010-04-16",75,6.5,222
673,55197,"2010-04-16",82,6.5,222
673,55197,"2010-04-16",85,6.5,222
673,55197,"2010-04-16",73,6.5,222
673,55197,"2010-04-16",68,6.5,222
673,55197,"2010-04-16",80,6.5,222
673,55197,"2010-04-16",72,6.5,222
673,55197,"2010-04-16",76,6.5,222
673,55197,"2010-04-16",70,6.5,222
673,55197,"2010-04-16",69,6.5,222
673,55197,"2010-04-16",71,6.5,222
673,55197,"2010-04-16",79,6.5,222
673,55197,"2010-04-16",74,6.5,222
673,55197,"2010-04-17",84,7.5,222
673,55197,"2010-04-17",78,7.5,222
673,55197,"2010-04-17",79,7.5,222
673,55197,"2010-04-17",76,7.5,222
673,55197,"2010-04-17",82,7.5,222
673,55197,"2010-04-17",72,7.5,222
673,55197,"2010-04-17",73,7.5,222
673,55197,"2010-04-17",70,7.5,222
673,55197,"2010-04-19",74,9.5,222
673,55197,"2010-04-19",78,9.5,222
673,55197,"2010-04-19",80,9.5,222
673,55197,"2010-04-19",77,9.5,222
673,55197,"2010-04-19",73,9.5,222
673,55197,"2010-04-19",79,9.5,222
673,55197,"2010-04-19",82,9.5,222
673,55197,"2010-04-21",84,11.5,222
673,55197,"2010-04-30",80,20.5,222
673,55197,"2010-04-30",85,20.5,222
673,55197,"2010-04-30",78,20.5,222
674,55181,"2010-04-15",78,6.5,223
674,55181,"2010-04-15",77,6.5,223
674,55181,"2010-04-15",75,6.5,223
674,55181,"2010-04-15",82,6.5,223
674,55181,"2010-04-15",76,6.5,223
674,55181,"2010-04-15",80,6.5,223
674,55181,"2010-04-15",81,6.5,223
674,55181,"2010-04-15",79,6.5,223
674,55181,"2010-04-16",82,7.5,223
674,55181,"2010-04-16",75,7.5,223
674,55181,"2010-04-16",84,7.5,223
674,55181,"2010-04-16",69,7.5,223
674,55181,"2010-04-16",72,7.5,223
674,55181,"2010-04-16",76,7.5,223
674,55181,"2010-04-16",73,7.5,223
674,55181,"2010-04-16",85,7.5,223
674,55181,"2010-04-17",83,8.5,223
674,55181,"2010-04-17",65,8.5,223
674,55181,"2010-04-17",73,8.5,223
674,55181,"2010-04-17",76,8.5,223
674,55181,"2010-04-17",75,8.5,223
674,55181,"2010-04-17",82,8.5,223
674,55181,"2010-04-19",73,10.5,223
674,55181,"2010-04-19",69,10.5,223
674,55181,"2010-04-19",76,10.5,223
674,55181,"2010-04-19",74,10.5,223
674,55181,"2010-04-19",80,10.5,223
674,55181,"2010-04-19",71,10.5,223
697,55190,"2010-04-14",79,4.5,224
697,55190,"2010-04-15",77,5.5,224
697,55190,"2010-04-15",81,5.5,224
697,55190,"2010-04-15",79,5.5,224
697,55190,"2010-04-15",74,5.5,224
697,55190,"2010-04-15",70,5.5,224
697,55190,"2010-04-15",84,5.5,224
697,55190,"2010-04-15",75,5.5,224
697,55190,"2010-04-15",80,5.5,224
697,55190,"2010-04-15",73,5.5,224
697,55190,"2010-04-15",83,5.5,224
697,55190,"2010-04-15",72,5.5,224
697,55190,"2010-04-16",76,6.5,224
697,55190,"2010-04-16",70,6.5,224
697,55190,"2010-04-16",75,6.5,224
