"release_group_id","tag_code","date","forklength","cwt_tt","TTind"
192,501030607,"2001-05-11",74,13.5,115
192,501030607,"2001-05-11",72,13.5,115
192,501030607,"2001-05-11",77,13.5,115
192,501030607,"2001-05-14",79,16.5,115
193,50498,"2001-04-20",71,6.5,116
193,50498,"2001-04-21",72,7.5,116
193,50498,"2001-04-21",74,7.5,116
193,50498,"2001-04-25",80,11.5,116
193,50498,"2001-04-25",82,11.5,116
193,50498,"2001-04-25",75,11.5,116
193,50498,"2001-04-25",76,11.5,116
193,50498,"2001-04-25",77,11.5,116
193,50498,"2001-05-05",86,21.5,116
193,50498,"2001-05-05",74,21.5,116
193,50498,"2001-05-11",93,27.5,116
194,501030601,"2001-04-20",67,6.5,117
194,501030509,"2001-04-21",77,7.5,117
194,501030601,"2001-04-21",78,7.5,117
194,501030601,"2001-04-21",75,7.5,117
194,501030509,"2001-04-25",83,11.5,117
194,501030601,"2001-04-25",80,11.5,117
194,501030601,"2001-04-25",73,11.5,117
194,501030601,"2001-04-25",78,11.5,117
194,501030601,"2001-04-25",76,11.5,117
194,501030601,"2001-05-04",85,20.5,117
194,501030601,"2001-05-05",81,21.5,117
194,501030601,"2001-05-05",90,21.5,117
194,501030601,"2001-05-11",92,27.5,117
194,501030509,"2001-05-14",88,30.5,117
195,50565,"2001-05-04",78,6.5,118
195,50565,"2001-05-04",80,6.5,118
195,50565,"2001-05-04",71,6.5,118
195,50565,"2001-05-04",76,6.5,118
195,50565,"2001-05-05",77,7.5,118
195,50565,"2001-05-05",76,7.5,118
195,50565,"2001-05-05",75,7.5,118
195,50565,"2001-05-09",83,11.5,118
195,50565,"2001-05-09",76,11.5,118
195,50565,"2001-05-09",69,11.5,118
195,50565,"2001-05-09",75,11.5,118
195,50565,"2001-05-11",78,13.5,118
195,50565,"2001-05-11",79,13.5,118
195,50565,"2001-05-11",73,13.5,118
195,50565,"2001-05-11",77,13.5,118
195,50565,"2001-05-11",75,13.5,118
195,50565,"2001-05-11",76,13.5,118
195,50565,"2001-05-14",81,16.5,118
195,50565,"2001-05-14",78,16.5,118
195,50565,"2001-05-14",75,16.5,118
196,50572,"2001-05-04",80,6.5,119
196,50572,"2001-05-04",81,6.5,119
196,50572,"2001-05-04",76,6.5,119
196,50572,"2001-05-04",70,6.5,119
196,50572,"2001-05-05",78,7.5,119
196,50572,"2001-05-05",73,7.5,119
196,50572,"2001-05-05",76,7.5,119
196,50572,"2001-05-05",75,7.5,119
196,50572,"2001-05-09",78,11.5,119
196,50572,"2001-05-11",78,13.5,119
196,50572,"2001-05-11",79,13.5,119
196,50572,"2001-05-11",85,13.5,119
196,50572,"2001-05-11",83,13.5,119
196,50572,"2001-05-11",77,13.5,119
196,50572,"2001-05-11",75,13.5,119
196,50572,"2001-05-14",80,16.5,119
196,50572,"2001-05-14",77,16.5,119
196,50572,"2001-05-14",82,16.5,119
197,50564,"2001-04-21",76,7.5,120
197,50564,"2001-04-21",77,7.5,120
197,50564,"2001-04-21",72,7.5,120
197,50564,"2001-04-21",74,7.5,120
197,50569,"2001-04-21",79,7.5,120
197,50569,"2001-04-21",81,7.5,120
197,50569,"2001-04-21",73,7.5,120
197,50564,"2001-04-25",79,11.5,120
197,50564,"2001-04-25",81,11.5,120
197,50564,"2001-04-25",75,11.5,120
197,50564,"2001-04-25",73,11.5,120
197,50564,"2001-04-25",78,11.5,120
197,50564,"2001-04-25",77,11.5,120
197,50564,"2001-04-25",76,11.5,120
197,50569,"2001-04-25",80,11.5,120
197,50569,"2001-04-25",79,11.5,120
197,50569,"2001-04-25",84,11.5,120
197,50569,"2001-04-25",75,11.5,120
197,50569,"2001-04-25",74,11.5,120
197,50569,"2001-04-25",72,11.5,120
197,50569,"2001-04-25",78,11.5,120
197,50569,"2001-04-25",76,11.5,120
197,50569,"2001-05-11",79,27.5,120
197,50564,"2001-05-14",91,30.5,120
198,501030606,"2001-05-05",77,7.5,121
198,501030606,"2001-05-05",79,7.5,121
198,501030606,"2001-05-05",73,7.5,121
198,501030606,"2001-05-05",70,7.5,121
198,501030606,"2001-05-09",78,11.5,121
198,501030606,"2001-05-09",80,11.5,121
198,501030606,"2001-05-09",77,11.5,121
198,501030606,"2001-05-09",74,11.5,121
198,501030606,"2001-05-11",80,13.5,121
198,501030606,"2001-05-11",79,13.5,121
198,501030606,"2001-05-11",81,13.5,121
198,501030606,"2001-05-11",76,13.5,121
198,501030606,"2001-05-11",77,13.5,121
198,501030606,"2001-05-14",78,16.5,121
198,501030606,"2001-05-14",77,16.5,121
199,50497,"2001-04-21",76,7.5,122
199,50497,"2001-04-21",77,7.5,122
199,50497,"2001-04-21",72,7.5,122
199,50497,"2001-04-25",80,11.5,122
199,50497,"2001-04-25",82,11.5,122
199,50497,"2001-04-25",81,11.5,122
199,50497,"2001-04-25",75,11.5,122
199,50497,"2001-04-25",73,11.5,122
199,50497,"2001-04-25",78,11.5,122
199,50497,"2001-04-25",77,11.5,122
199,50497,"2001-05-05",84,21.5,122
199,50497,"2001-05-14",81,30.5,122
199,50497,"2001-05-14",90,30.5,122
200,501030605,"2001-05-04",77,6.5,123
200,501030605,"2001-05-04",72,6.5,123
200,501030605,"2001-05-05",78,7.5,123
200,501030605,"2001-05-05",81,7.5,123
200,501030605,"2001-05-09",79,11.5,123
200,501030605,"2001-05-09",85,11.5,123
200,501030605,"2001-05-09",75,11.5,123
200,501030605,"2001-05-09",76,11.5,123
200,501030605,"2001-05-11",80,13.5,123
200,501030605,"2001-05-11",79,13.5,123
200,501030605,"2001-05-11",76,13.5,123
200,501030605,"2001-05-11",81,13.5,123
200,501030605,"2001-05-11",83,13.5,123
200,501030605,"2001-05-11",77,13.5,123
200,501030605,"2001-05-11",75,13.5,123
200,501030605,"2001-05-14",75,16.5,123
200,501030605,"2001-05-14",74,16.5,123
200,501030605,"2001-05-14",89,16.5,123
200,501030605,"2001-05-14",85,16.5,123
200,501030605,"2001-05-14",84,16.5,123
201,50567,"2001-04-21",80,7.5,124
201,50567,"2001-04-21",74,7.5,124
201,50567,"2001-04-23",80,9.5,124
201,50567,"2001-04-23",68,9.5,124
201,50567,"2001-04-25",79,11.5,124
201,50567,"2001-04-25",74,11.5,124
201,50567,"2001-04-25",77,11.5,124
201,50567,"2001-04-25",76,11.5,124
201,50567,"2001-05-05",52,21.5,124
201,50567,"2001-05-11",72,27.5,124
201,50567,"2001-05-14",88,30.5,124
202,501030506,"2001-04-20",76,6.5,125
202,501030506,"2001-04-20",79,6.5,125
202,501030506,"2001-04-23",76,9.5,125
202,501030506,"2001-04-25",79,11.5,125
202,501030506,"2001-04-25",80,11.5,125
202,501030506,"2001-04-25",81,11.5,125
202,501030506,"2001-04-25",78,11.5,125
202,501030506,"2001-04-25",77,11.5,125
203,501030507,"2001-04-21",76,7.5,126
203,501030507,"2001-04-23",78,9.5,126
203,501030507,"2001-04-25",80,11.5,126
203,501030507,"2001-04-25",79,11.5,126
203,501030507,"2001-04-25",84,11.5,126
203,501030507,"2001-04-25",82,11.5,126
203,501030507,"2001-04-25",81,11.5,126
203,501030507,"2001-04-25",75,11.5,126
203,501030507,"2001-04-25",76,11.5,126
203,501030507,"2001-04-25",74,11.5,126
203,501030507,"2001-04-25",78,11.5,126
203,501030507,"2001-05-11",84,27.5,126
203,501030507,"2001-05-16",100,32.5,126
204,501030603,"2001-05-04",81,6.5,127
204,501030603,"2001-05-04",73,6.5,127
204,501030603,"2001-05-04",75,6.5,127
204,501030603,"2001-05-05",78,7.5,127
204,501030603,"2001-05-05",79,7.5,127
204,501030603,"2001-05-05",81,7.5,127
204,501030603,"2001-05-05",82,7.5,127
204,501030603,"2001-05-09",80,11.5,127
204,501030603,"2001-05-09",82,11.5,127
204,501030603,"2001-05-11",80,13.5,127
204,501030603,"2001-05-11",81,13.5,127
204,501030603,"2001-05-11",78,13.5,127
204,501030603,"2001-05-11",82,13.5,127
204,501030603,"2001-05-11",77,13.5,127
204,501030603,"2001-05-11",76,13.5,127
204,501030603,"2001-05-14",81,16.5,127
204,501030603,"2001-05-14",78,16.5,127
205,501030508,"2001-04-25",80,11.5,128
205,501030508,"2001-04-25",79,11.5,128
205,501030508,"2001-04-25",73,11.5,128
205,501030508,"2001-04-25",72,11.5,128
205,501030508,"2001-04-25",78,11.5,128
205,501030508,"2001-05-04",88,20.5,128
205,501030508,"2001-05-11",88,27.5,128
206,501030604,"2001-05-04",79,6.5,129
206,501030604,"2001-05-04",80,6.5,129
206,501030604,"2001-05-04",75,6.5,129
206,501030604,"2001-05-05",78,7.5,129
206,501030604,"2001-05-05",77,7.5,129
206,501030604,"2001-05-05",71,7.5,129
206,501030604,"2001-05-05",75,7.5,129
206,501030604,"2001-05-09",81,11.5,129
206,501030604,"2001-05-11",85,13.5,129
206,501030604,"2001-05-11",82,13.5,129
206,501030604,"2001-05-11",81,13.5,129
206,501030604,"2001-05-11",83,13.5,129
206,501030604,"2001-05-14",80,16.5,129
206,501030604,"2001-05-14",78,16.5,129
206,501030604,"2001-05-14",79,16.5,129
206,501030604,"2001-05-14",82,16.5,129
206,501030604,"2001-05-14",83,16.5,129
207,501030503,"2001-04-20",75,6.5,130
207,501030503,"2001-04-23",72,9.5,130
207,501030503,"2001-04-25",80,11.5,130
207,501030503,"2001-04-25",81,11.5,130
207,501030503,"2001-04-25",84,11.5,130
207,501030503,"2001-04-25",78,11.5,130
207,501030503,"2001-04-25",83,11.5,130
207,501030503,"2001-04-25",76,11.5,130
207,501030503,"2001-05-05",77,21.5,130
207,501030503,"2001-05-09",89,25.5,130
207,501030503,"2001-05-11",85,27.5,130
207,501030503,"2001-05-14",90,30.5,130
207,501030503,"2001-05-14",89,30.5,130
208,50566,"2001-05-04",79,6.5,131
208,50566,"2001-05-04",75,6.5,131
208,50566,"2001-05-05",84,7.5,131
208,50566,"2001-05-05",73,7.5,131
208,50566,"2001-05-05",70,7.5,131
208,50566,"2001-05-05",76,7.5,131
208,50566,"2001-05-09",83,11.5,131
208,50566,"2001-05-09",74,11.5,131
208,50566,"2001-05-11",80,13.5,131
208,50566,"2001-05-11",79,13.5,131
208,50566,"2001-05-11",86,13.5,131
208,50566,"2001-05-11",82,13.5,131
209,501030505,"2001-04-20",76,6.5,132
209,501030505,"2001-04-21",82,7.5,132
209,501030505,"2001-04-23",85,9.5,132
209,501030505,"2001-04-25",80,11.5,132
209,501030505,"2001-04-25",79,11.5,132
209,501030505,"2001-04-25",81,11.5,132
209,501030505,"2001-04-25",84,11.5,132
209,501030505,"2001-04-25",83,11.5,132
209,501030505,"2001-04-25",78,11.5,132
210,50570,"2001-05-04",78,6.5,133
210,50570,"2001-05-04",81,6.5,133
210,50570,"2001-05-04",75,6.5,133
210,50571,"2001-05-04",80,6.5,133
210,50571,"2001-05-04",75,6.5,133
210,50571,"2001-05-04",73,6.5,133
210,50571,"2001-05-04",76,6.5,133
210,50571,"2001-05-04",72,6.5,133
210,50570,"2001-05-05",77,7.5,133
210,50570,"2001-05-05",81,7.5,133
210,50570,"2001-05-05",79,7.5,133
210,50570,"2001-05-05",76,7.5,133
210,50571,"2001-05-05",78,7.5,133
210,50571,"2001-05-05",84,7.5,133
210,50571,"2001-05-05",80,7.5,133
210,50571,"2001-05-05",79,7.5,133
210,50570,"2001-05-09",77,11.5,133
210,50570,"2001-05-09",69,11.5,133
210,50571,"2001-05-09",79,11.5,133
210,50571,"2001-05-09",82,11.5,133
210,50570,"2001-05-11",87,13.5,133
210,50570,"2001-05-11",75,13.5,133
210,50571,"2001-05-11",78,13.5,133
210,50571,"2001-05-11",84,13.5,133
210,50571,"2001-05-11",72,13.5,133
210,50571,"2001-05-11",75,13.5,133
210,50571,"2001-05-14",74,16.5,133
210,50571,"2001-05-14",81,16.5,133
210,50571,"2001-05-18",88,20.5,133
211,50499,"2001-04-20",78,6.5,134
211,50499,"2001-04-21",80,7.5,134
211,50499,"2001-04-21",75,7.5,134
211,50499,"2001-04-21",74,7.5,134
211,501030504,"2001-04-21",75,7.5,134
211,50499,"2001-04-25",80,11.5,134
211,50499,"2001-04-25",83,11.5,134
211,50499,"2001-04-25",79,11.5,134
211,50499,"2001-04-25",84,11.5,134
211,50499,"2001-04-25",82,11.5,134
211,50499,"2001-04-25",81,11.5,134
211,50499,"2001-04-25",77,11.5,134
211,501030504,"2001-04-25",81,11.5,134
211,501030504,"2001-04-25",87,11.5,134
211,501030504,"2001-04-25",84,11.5,134
211,501030504,"2001-04-25",79,11.5,134
211,501030504,"2001-04-25",83,11.5,134
211,501030504,"2001-04-25",76,11.5,134
211,501030504,"2001-05-05",88,21.5,134
211,50499,"2001-05-11",92,27.5,134
211,50499,"2001-05-14",81,30.5,134
212,501030602,"2001-05-04",85,6.5,135
212,501030602,"2001-05-05",78,7.5,135
212,501030602,"2001-05-05",79,7.5,135
212,501030602,"2001-05-05",84,7.5,135
212,501030602,"2001-05-05",76,7.5,135
212,501030602,"2001-05-09",80,11.5,135
212,501030602,"2001-05-09",82,11.5,135
212,501030602,"2001-05-11",81,13.5,135
212,501030602,"2001-05-11",79,13.5,135
212,501030602,"2001-05-11",85,13.5,135
212,501030602,"2001-05-11",82,13.5,135
212,501030602,"2001-05-14",85,16.5,135
2786,501040303,"2002-02-22",56,2.5,136
2786,501040303,"2002-02-22",57,2.5,136
2786,501040303,"2002-02-22",52,2.5,136
2786,501040303,"2002-02-22",54,2.5,136
2786,501040303,"2002-02-23",59,3.5,136
2786,501040303,"2002-02-23",56,3.5,136
2786,501040303,"2002-02-23",55,3.5,136
2786,501040303,"2002-02-23",57,3.5,136
2786,501040303,"2002-02-23",54,3.5,136
2786,501040303,"2002-02-24",56,4.5,136
2786,501040303,"2002-02-24",54,4.5,136
2786,501040303,"2002-02-24",61,4.5,136
2786,501040303,"2002-02-24",57,4.5,136
2786,501040303,"2002-03-01",59,9.5,136
2788,501040301,"2002-03-18",61,6.5,137
2788,501040301,"2002-04-02",72,21.5,137
2788,501040301,"2002-04-18",85,37.5,137
2788,501040301,"2002-04-18",82,37.5,137
2788,501040301,"2002-04-22",91,41.5,137
2788,501040301,"2002-04-22",95,41.5,137
2788,501040301,"2002-04-22",85,41.5,137
505,501040107,"2002-05-04",74,8.5,138
505,501040107,"2002-05-08",76,12.5,138
505,501040107,"2002-05-08",79,12.5,138
505,501040107,"2002-05-11",81,15.5,138
505,501040107,"2002-05-11",76,15.5,138
505,501040107,"2002-05-14",80,18.5,138
505,501040107,"2002-05-14",79,18.5,138
505,501040107,"2002-05-16",83,20.5,138
505,501040107,"2002-05-23",82,27.5,138
525,501040105,"2002-05-08",77,12.5,139
525,501040105,"2002-05-11",80,15.5,139
525,501040105,"2002-05-14",81,18.5,139
526,50887,"2002-05-03",73,7.5,140
526,50887,"2002-05-03",68,7.5,140
526,50887,"2002-05-06",80,10.5,140
526,50887,"2002-05-10",74,14.5,140
526,50887,"2002-05-10",76,14.5,140
526,50887,"2002-05-11",78,15.5,140
526,50887,"2002-05-11",75,15.5,140
526,50887,"2002-05-14",74,18.5,140
526,50887,"2002-05-16",81,20.5,140
526,50887,"2002-05-16",82,20.5,140
526,50887,"2002-05-20",79,24.5,140
526,50887,"2002-05-20",86,24.5,140
549,50886,"2002-05-03",79,7.5,141
549,50886,"2002-05-03",75,7.5,141
549,50886,"2002-05-06",74,10.5,141
549,50886,"2002-05-06",75,10.5,141
549,50886,"2002-05-06",79,10.5,141
549,50886,"2002-05-10",76,14.5,141
549,50886,"2002-05-16",77,20.5,141
593,501040106,"2002-05-06",72,10.5,142
593,501040106,"2002-05-06",85,10.5,142
593,501040106,"2002-05-10",81,14.5,142
593,501040106,"2002-05-11",83,15.5,142
593,501040106,"2002-05-14",83,18.5,142
652,501040205,"2002-04-24",79,5.5,143
652,501040205,"2002-04-24",73,5.5,143
652,501040205,"2002-04-24",85,5.5,143
652,501040205,"2002-04-25",75,6.5,143
652,501040205,"2002-04-25",76,6.5,143
652,501040205,"2002-04-25",73,6.5,143
652,501040205,"2002-04-25",72,6.5,143
652,501040205,"2002-04-26",76,7.5,143
656,50885,"2002-05-01",78,5.5,144
656,50885,"2002-05-03",77,7.5,144
656,50885,"2002-05-06",79,10.5,144
656,50885,"2002-05-08",85,12.5,144
656,50885,"2002-05-08",80,12.5,144
656,50885,"2002-05-10",79,14.5,144
656,50885,"2002-05-11",79,15.5,144
656,50885,"2002-05-14",83,18.5,144
659,50878,"2002-04-24",83,5.5,145
659,50878,"2002-04-24",79,5.5,145
659,50878,"2002-04-24",80,5.5,145
659,50878,"2002-04-25",82,6.5,145
659,50878,"2002-04-27",81,8.5,145
659,50878,"2002-04-30",88,11.5,145
675,50880,"2002-04-24",86,5.5,146
675,50880,"2002-04-24",79,5.5,146
675,50880,"2002-04-24",82,5.5,146
675,50880,"2002-04-24",84,5.5,146
675,50880,"2002-04-24",80,5.5,146
675,50880,"2002-04-25",85,6.5,146
675,50880,"2002-04-25",79,6.5,146
675,50880,"2002-04-26",79,7.5,146
675,50880,"2002-04-27",89,8.5,146
675,50880,"2002-04-29",80,10.5,146
675,50880,"2002-04-29",86,10.5,146
692,50879,"2002-04-24",81,5.5,147
692,50879,"2002-04-24",79,5.5,147
692,50879,"2002-04-24",77,5.5,147
692,50879,"2002-04-24",78,5.5,147
692,50879,"2002-04-25",73,6.5,147
692,50879,"2002-04-25",76,6.5,147
692,50879,"2002-04-25",74,6.5,147
692,50879,"2002-04-26",72,7.5,147
692,50879,"2002-04-29",84,10.5,147
693,501040204,"2002-04-24",80,5.5,148
693,501040204,"2002-04-24",78,5.5,148
693,501040204,"2002-04-24",84,5.5,148
693,501040204,"2002-04-24",79,5.5,148
693,501040204,"2002-04-25",81,6.5,148
693,501040204,"2002-04-29",83,10.5,148
693,501040204,"2002-04-29",84,10.5,148
693,501040204,"2002-04-29",82,10.5,148
693,501040204,"2002-04-30",83,11.5,148
693,501040204,"2002-05-01",81,12.5,148
693,501040204,"2002-05-08",86,19.5,148
696,50877,"2002-04-24",79,5.5,149
696,50877,"2002-04-24",81,5.5,149
696,50877,"2002-04-24",78,5.5,149
696,50877,"2002-04-24",76,5.5,149
696,50877,"2002-04-24",77,5.5,149
696,50877,"2002-04-24",74,5.5,149
696,50877,"2002-04-25",78,6.5,149
696,50877,"2002-04-25",77,6.5,149
696,50877,"2002-04-25",80,6.5,149
696,50877,"2002-04-26",84,7.5,149
696,50877,"2002-04-27",79,8.5,149
696,50877,"2002-04-27",76,8.5,149
696,50877,"2002-04-27",84,8.5,149
696,50877,"2002-04-29",82,10.5,149
696,50877,"2002-05-04",90,15.5,149
696,50877,"2002-05-04",80,15.5,149
718,50884,"2002-05-01",80,5.5,150
718,50884,"2002-05-04",78,8.5,150
718,50884,"2002-05-08",82,12.5,150
718,50884,"2002-05-11",77,15.5,150
718,50884,"2002-05-14",83,18.5,150
733,501040208,"2002-04-24",79,5.5,151
733,501040208,"2002-04-25",80,6.5,151
733,501040208,"2002-04-25",82,6.5,151
733,501040208,"2002-04-30",84,11.5,151
733,501040208,"2002-04-30",80,11.5,151
756,501040207,"2002-04-24",82,5.5,152
756,501040207,"2002-04-24",74,5.5,152
756,501040207,"2002-04-24",81,5.5,152
756,501040207,"2002-04-24",88,5.5,152
756,501040207,"2002-04-25",81,6.5,152
756,501040207,"2002-04-25",75,6.5,152
756,501040207,"2002-04-25",83,6.5,152
756,501040207,"2002-05-03",85,14.5,152
762,501040206,"2002-04-24",79,5.5,153
762,501040206,"2002-04-24",78,5.5,153
762,501040206,"2002-04-24",75,5.5,153
762,501040206,"2002-04-24",86,5.5,153
762,501040206,"2002-04-25",83,6.5,153
762,501040206,"2002-04-25",82,6.5,153
762,501040206,"2002-04-26",83,7.5,153
762,501040206,"2002-04-27",82,8.5,153
770,501040201,"2002-04-30",82,4.5,154
770,501040201,"2002-05-04",80,8.5,154
770,501040201,"2002-05-04",76,8.5,154
770,501040201,"2002-05-14",82,18.5,154
777,50875,"2002-04-24",79,5.5,155
777,50875,"2002-04-24",80,5.5,155
777,50875,"2002-04-24",75,5.5,155
777,50875,"2002-04-24",78,5.5,155
777,50875,"2002-04-24",83,5.5,155
777,50875,"2002-04-25",72,6.5,155
777,50875,"2002-04-25",80,6.5,155
777,50875,"2002-04-25",73,6.5,155
777,50875,"2002-04-29",81,10.5,155
777,50875,"2002-05-06",84,17.5,155
781,50876,"2002-04-24",79,5.5,156
781,50876,"2002-04-26",82,7.5,156
781,50876,"2002-04-26",84,7.5,156
781,50876,"2002-04-27",81,8.5,156
784,50874,"2002-04-24",85,5.5,157
784,50874,"2002-04-24",78,5.5,157
784,50874,"2002-04-25",82,6.5,157
784,50874,"2002-04-25",87,6.5,157
784,50874,"2002-04-25",86,6.5,157
784,50874,"2002-04-25",76,6.5,157
784,50874,"2002-04-26",79,7.5,157
784,50874,"2002-04-27",81,8.5,157
784,50874,"2002-04-29",82,10.5,157
784,50874,"2002-05-04",83,15.5,157
802,501040209,"2002-04-24",77,5.5,158
802,501040209,"2002-04-24",82,5.5,158
802,501040209,"2002-04-24",84,5.5,158
802,501040209,"2002-04-24",83,5.5,158
802,501040209,"2002-04-26",89,7.5,158
842,50881,"2002-04-30",87,5.5,159
842,50881,"2002-04-30",84,5.5,159
842,50881,"2002-04-30",83,5.5,159
842,50881,"2002-05-01",80,6.5,159
842,50881,"2002-05-06",78,11.5,159
842,50881,"2002-05-11",86,16.5,159
851,501040203,"2002-04-30",85,4.5,160
851,501040203,"2002-05-01",81,5.5,160
851,501040203,"2002-05-03",87,7.5,160
851,501040203,"2002-05-08",86,12.5,160
851,501040203,"2002-05-10",86,14.5,160
852,50883,"2002-05-01",87,5.5,161
852,50883,"2002-05-04",81,8.5,161
852,50883,"2002-05-10",80,14.5,161
852,50883,"2002-05-10",90,14.5,161
852,50883,"2002-05-11",80,15.5,161
852,50883,"2002-05-14",88,18.5,161
853,501040202,"2002-04-30",84,4.5,162
853,501040202,"2002-05-01",86,5.5,162
853,501040202,"2002-05-01",87,5.5,162
853,501040202,"2002-05-03",82,7.5,162
853,501040202,"2002-05-03",83,7.5,162
853,501040202,"2002-05-04",82,8.5,162
853,501040202,"2002-05-06",82,10.5,162
866,50882,"2002-05-01",84,5.5,163
866,50882,"2002-05-01",88,5.5,163
866,50882,"2002-05-03",81,7.5,163
866,50882,"2002-05-04",80,8.5,163
866,50882,"2002-05-10",86,14.5,163
866,50882,"2002-05-14",88,18.5,163
2793,501020106,"2003-02-25",57,4.5,164
2793,501020106,"2003-02-25",54,4.5,164
2793,501020106,"2003-02-25",56,4.5,164
2793,501020106,"2003-02-25",60,4.5,164
2793,501020106,"2003-02-26",53,5.5,164
2793,501020106,"2003-03-01",59,8.5,164
2793,501020106,"2003-03-10",66,17.5,164
2793,501020106,"2003-03-18",71,25.5,164
2793,501020106,"2003-03-22",69,29.5,164
2793,501020106,"2003-03-28",71,35.5,164
2793,501020106,"2003-03-28",75,35.5,164
2793,501020106,"2003-03-28",74,35.5,164
2793,501020106,"2003-04-01",74,39.5,164
2793,501020106,"2003-04-01",78,39.5,164
2793,501020106,"2003-04-09",83,47.5,164
2792,501020104,"2003-03-28",77,21.5,165
2792,501020104,"2003-04-01",75,25.5,165
2792,501020104,"2003-04-04",76,28.5,165
2792,501020104,"2003-04-04",86,28.5,165
2792,501020104,"2003-04-05",83,29.5,165
2792,501020104,"2003-04-05",80,29.5,165
2792,501020104,"2003-04-09",83,33.5,165
2295,501030104,"2004-03-11",55,8.5,166
2295,501030104,"2004-03-11",53,8.5,166
2295,501030104,"2004-03-18",51,15.5,166
2295,501030104,"2004-03-18",54,15.5,166
2295,501030104,"2004-03-26",61,23.5,166
2295,501030104,"2004-03-28",62,25.5,166
